New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Wed Apr 17 21:55:20 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_MS2	Total_MS3	Unique_MS2	Unique_MS3	Corrected_MS2	Corrected_MS3	PSMs_Used_MS2	TotInt_126C_MS2	TotInt_127N_MS2	TotInt_127C_MS2	TotInt_128N_MS2	TotInt_128C_MS2	TotInt_129N_MS2	TotInt_129C_MS2	TotInt_130N_MS2	TotInt_130C_MS2	TotInt_131N_MS2	TotInt_131C_MS2	PSMs_Used_MS3	TotInt_126C_MS3	TotInt_127N_MS3	TotInt_127C_MS3	TotInt_128N_MS3	TotInt_128C_MS3	TotInt_129N_MS3	TotInt_129C_MS3	TotInt_130N_MS3	TotInt_130C_MS3	TotInt_131N_MS3	TotInt_131C_MS3
2083	1	sp|P76116|YNCE_ECOLI	 	 	 	 	59.2	353	38612	Uncharacterized protein YncE OS=Escherichia coli (strain K12) OX=83333 GN=yncE PE=1 SV=1	92	92	1.000	57	35	57	35	57.000	35.000	57	3860986.1422700007	3905943.928342999	3746652.2567149997	4357312.82495	4589672.015841001	3949131.653199001	4644809.425598	4428480.680114999	4038455.7834769995	4105543.313237	85451.911421	35	2495644.092652	2505436.321659	2341417.2459740005	2681074.3339879997	2885088.549314	2404501.601196	2880844.990845001	2927605.07141	2559262.1387920002	2505915.0621319995	31740.405427000005
2084	1	sp|P76128|DDPA_ECOLI	 	 	 	 	46.1	516	57641	Probable D,D-dipeptide-binding periplasmic protein DdpA OS=Escherichia coli (strain K12) OX=83333 GN=ddpA PE=2 SV=1	44	44	1.000	23	21	23	21	23.000	21.000	23	610944.640381	606247.3864729999	572728.8618140001	647100.329834	717919.491697	600530.458006	698856.9541	674084.488282	605316.2730710001	628438.8569329999	6327.464081000001	21	559564.738768	558606.812195	532037.469969	644436.36682	675335.2906480001	562646.9774160001	665535.2800309999	675657.97766	579508.729004	578414.173674	6575.282287999999
2085	1	sp|P76129|DOSP_ECOLI	 	 	 	 	10.4	799	90259	Oxygen sensor protein DosP OS=Escherichia coli (strain K12) OX=83333 GN=dosP PE=1 SV=4	11	11	1.000	5	6	5	6	5.000	6.000	5	79410.094604	110890.410888	66843.25890999999	110402.255859	107635.366455	92475.619749	114969.422729	126793.41821199999	103439.374023	103133.070923	2222.676239	6	30104.258302000002	42534.627197	29566.607299	43204.038329999996	38270.26709100001	33053.661865	36918.77417	73872.556641	42908.551025	33074.264771999995	604.875092
2086	1	sp|P76141|LSRR_ECOLI	 	 	 	 	29.7	317	33796	Transcriptional regulator LsrR OS=Escherichia coli (strain K12) OX=83333 GN=lsrR PE=1 SV=1	17	17	1.000	10	7	10	7	10.000	7.000	10	248929.889161	269472.00244300003	242161.37646400003	282264.603027	302629.40087899996	265757.081544	299140.145509	302068.820801	269400.66943400004	252841.144533	2229.452606	7	165995.069457	180146.45312599998	155256.349243	190011.59228500002	211794.06634400002	164763.679688	200586.551147	197063.00671500002	179691.55187999998	181741.081543	2235.6801760000003
2087	1	sp|P76142|LSRB_ECOLI	 	 	 	 	49.7	340	36684	Autoinducer 2-binding protein LsrB OS=Escherichia coli (strain K12) OX=83333 GN=lsrB PE=1 SV=1	27	27	1.000	15	12	15	12	15.000	12.000	15	766208.9415290001	876256.511718	784947.014161	967772.379883	1076461.4912120001	796253.786499	1016405.518801	993173.05835	898549.431152	823429.7593990001	16178.991273	12	467672.181184	505667.449095	459040.090057	530398.070252	572000.969268	467286.705108	570410.1723030001	588221.476441	491394.05303999997	464604.242129	14018.147400999998
2088	1	sp|P76143|LSRF_ECOLI	 	 	 	 	72.9	291	31892	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase OS=Escherichia coli (strain K12) OX=83333 GN=lsrF PE=1 SV=1	64	64	1.000	38	26	38	26	38.000	26.000	38	801353.5618889999	878239.276735	732390.493776	902011.7675799999	988564.1379409997	785480.3935550001	980381.121827	955437.3657259998	867047.0654300003	821422.74585	15099.296662000002	26	951123.6018069998	1050158.3608410002	904704.4951180001	1130211.844971	1253952.0029300004	945138.8566900002	1207562.4412850004	1181353.139404	1052717.2145979998	996526.9232209999	23928.065186
2089	1	sp|P76145|TAM_ECOLI	 	 	 	 	11.5	252	29006	Trans-aconitate 2-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=tam PE=1 SV=3	6	6	1.000	3	3	3	3	3.000	3.000	3	22675.946533	24731.243651999997	20208.028809	25313.246582	29111.708983999997	23691.167969000002	24775.780762	25049.617675999998	24622.036133	20758.251953	150.0	3	5037.7657469999995	5510.733886	4177.379761	4259.948609	6573.502441	5131.2780760000005	5960.658203	5254.335693	5275.741089	5309.048095	150.0
2090	1	sp|P76149|SAD_ECOLI	 	 	 	 	29.0	462	49717	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad OS=Escherichia coli (strain K12) OX=83333 GN=sad PE=1 SV=2	27	27	1.000	16	11	16	11	16.000	11.000	16	279539.11127	304771.76294000004	265352.815276	325953.36084000004	357589.07116700005	276240.074281	338547.74658000004	344803.320434	311040.996827	299416.6124280001	5195.581025	11	319673.44751	351323.176269	294148.928955	373832.90429800004	408804.9082049999	311739.05419799994	381899.669921	385720.26122999995	347790.14868099993	331825.3798830001	7516.0521850000005
2091	1	sp|P76172|YNFD_ECOLI	 	 	 	 	29.7	101	10477	Uncharacterized protein YnfD OS=Escherichia coli (strain K12) OX=83333 GN=ynfD PE=1 SV=2	6	6	1.000	3	3	3	3	3.000	3.000	3	80070.98364199999	109002.625	77153.73461900001	96270.000367	116939.858887	91689.620362	89052.312011	98213.201661	103047.852539	79898.74414	1929.298096	3	54136.743652	61882.007813000004	45629.879395	51778.888672	74729.401367	53428.939453	53143.412109000004	58640.945312	58002.963867000006	49301.634277	150.0
2092	1	sp|P76176|YDGD_ECOLI	 	 	 	 	8.8	273	29277	Uncharacterized serine protease YdgD OS=Escherichia coli (strain K12) OX=83333 GN=ydgD PE=3 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	3	64245.159178999995	81322.791015	67774.867676	83019.009765	80402.449219	78516.129883	81654.189453	80122.737305	78152.45117100001	71179.25	1279.2384029999998	3	35772.063965	42925.958985	47679.200195	43645.55517600001	50309.847657	51062.693360000005	42061.816406	45454.66211	43266.51709000001	36574.860350999996	962.7644660000001
2093	1	sp|P76177|YDGH_ECOLI	 	 	 	 	67.2	314	33903	Protein YdgH OS=Escherichia coli (strain K12) OX=83333 GN=ydgH PE=1 SV=1	82	82	1.000	45	37	45	37	45.000	37.000	45	2170310.9129630006	2284343.591063	2263264.0251469994	2453976.5141620003	2424742.348875	2205786.8535169996	2634464.125487	2458293.8676759996	2432866.944338001	2321284.4825470005	37836.356538	37	2330247.159911	2453012.387574999	2336818.047363	2530897.571045	2687601.4537359998	2393740.147582	2711420.5290540005	2648490.947262	2430789.069457	2513403.8023670004	24622.715575999995
2094	1	sp|P76185|YDHJ_ECOLI	 	 	 	 	7.0	285	31495	Uncharacterized protein YdhJ OS=Escherichia coli (strain K12) OX=83333 GN=ydhJ PE=3 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	2	379181.555176	332024.304688	346503.384277	449078.270508	410088.007812	371954.92334	480756.399414	426528.999512	346916.927246	282073.388672	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2095	1	sp|P76187|YDHF_ECOLI	 	 	 	 	29.5	298	33675	Oxidoreductase YdhF OS=Escherichia coli (strain K12) OX=83333 GN=ydhF PE=1 SV=2	24	24	1.000	16	8	16	8	16.000	8.000	16	859080.3881829999	941826.6528319999	735265.3120129999	885043.4667979999	952362.2231469998	895015.9248040001	935081.5556630001	951454.6645510002	948576.618652	866889.7910169999	17556.174682	8	740816.1755359999	813541.3654779999	710240.470215	846423.861817	919487.8203129999	756570.92334	895042.3479	855047.56543	781628.312988	796469.5466309999	5186.355957
2096	1	sp|P76193|YNHG_ECOLI	 	 	sp|P75954|YCFS_ECOLI, sp|P76193|YNHG_ECOLI	 	34.1	334	36082	Probable L,D-transpeptidase YnhG OS=Escherichia coli (strain K12) OX=83333 GN=ynhG PE=1 SV=1	30	26	0.867	16	14	14	12	15.120	13.412	14	945826.638367	947386.409394	941967.0994869999	1038744.688598	1075469.4287130001	951406.5531909999	1086912.8082280003	1064333.163025	972662.6208500001	959707.958132	15142.50937	12	503703.631104	566773.664551	498754.069093	605928.597168	645410.226074	538447.0666510001	615893.9711910001	623563.4233400001	567332.7766109998	605983.767824	5981.028259
2097	1	sp|P76194|SUFE_ECOLI	 	 	 	 	11.6	138	15800	Cysteine desulfuration protein SufE OS=Escherichia coli (strain K12) OX=83333 GN=sufE PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	2	20938.889648999997	23188.551758	20690.101562	23158.670898	27120.46289	23538.351563	26254.836914000003	26378.668944999998	22383.089844000002	20599.778319999998	150.0	2	18614.319336	22573.666015000003	17476.193359999997	29924.710937000003	22430.320313	28601.435547	27493.710936999996	23094.267579	23097.826172	16973.191405999998	317.169373
2098	1	sp|P76208|YNIB_ECOLI	 	 	 	 	14.6	178	20367	Uncharacterized protein YniB OS=Escherichia coli (strain K12) OX=83333 GN=yniB PE=4 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	2	12038.74121	11964.755616	13285.450683	14466.271972999999	15462.135254	14695.520996	15079.607909999999	12726.448975	14616.194824	14806.556152000001	150.0	3	23114.880371	22858.896483999997	25158.148926	25212.770508	29082.814940999997	23231.987793	30489.057618	28902.752930000002	24865.940918	35184.562012	899.8030699999999
2099	1	sp|P76215|ASTE_ECOLI	 	 	 	 	23.6	322	35800	Succinylglutamate desuccinylase OS=Escherichia coli (strain K12) OX=83333 GN=astE PE=1 SV=1	20	20	1.000	11	9	11	9	11.000	9.000	11	346560.78027100005	350672.106931	349135.346435	411349.8579100001	425907.99072400003	364873.548827	418446.92382799997	415489.57666099997	368339.87646500004	403090.815675	1853.1970829999998	9	155974.804932	164239.38915899998	166360.29712	181216.24487199998	199024.72289900001	157070.885253	198949.86889699998	187378.101563	166056.77783200002	165439.96630899998	2607.391602
2100	1	sp|P76216|ASTB_ECOLI	 	 	 	 	46.1	447	49298	N-succinylarginine dihydrolase OS=Escherichia coli (strain K12) OX=83333 GN=astB PE=1 SV=1	38	38	1.000	24	14	24	14	24.000	14.000	24	353903.376223	380531.865601	338917.27307299996	427701.75207400013	463975.45275899995	392279.5532229999	417071.37475500006	434771.6540529999	398183.601319	365760.3728030001	4060.3820960000003	14	158345.82202000002	170967.430298	152194.150757	178695.408202	195156.76953000002	156594.97729599997	186328.57470800003	193849.32666000002	166665.756958	157589.69531399998	859.4806829999999
2101	1	sp|P76217|ASTD_ECOLI	 	 	 	 	28.9	492	53026	N-succinylglutamate 5-semialdehyde dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=astD PE=1 SV=1	45	45	1.000	23	22	23	22	23.000	22.000	23	1432494.308564	1436357.4553530002	1347771.7932439998	1592062.138671	1695431.2896739999	1416347.766236	1621333.656738	1617858.6954339996	1387726.060425	1389017.666017	13423.192628	22	940186.029602	923646.2155780002	873219.9187619998	1007366.7915030001	1099946.2773419998	880677.8236070002	1062527.86957	1069594.6311960001	921154.0929559999	957383.8682259999	14204.810608999998
2102	1	sp|P76220|YDJY_ECOLI	 	 	 	 	41.3	225	24125	Uncharacterized protein YdjY OS=Escherichia coli (strain K12) OX=83333 GN=ydjY PE=3 SV=2	16	16	1.000	9	7	9	7	9.000	7.000	9	225988.306763	213952.56982400003	209189.59643499998	235842.184326	235814.811522	224264.611327	250188.40771499998	249613.81982399998	220667.140869	217152.42505	4539.570618	7	51082.03466899999	50747.966797999994	47127.23657200001	56414.840087000004	60101.00903200001	52221.054443999994	61633.946777	56044.259764999995	55786.158204	50911.652344	528.496704
2103	1	sp|P76222|YNJA_ECOLI	 	 	 	 	14.3	182	20533	Uncharacterized protein YnjA OS=Escherichia coli (strain K12) OX=83333 GN=ynjA PE=4 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	3	58692.758789	63908.346191000004	61006.71484300001	61652.00195400001	70521.197266	62269.173828	68617.903321	71582.000977	64799.88379000001	62757.086425	983.393982	1	19331.035156	20958.861328	19523.507812	21940.796875	23105.337891	18047.494141	21349.65625	21657.03125	16786.246094	22760.466797	150.0
2104	1	sp|P76223|YNJB_ECOLI	 	 	 	 	38.1	388	42844	Protein YnjB OS=Escherichia coli (strain K12) OX=83333 GN=ynjB PE=1 SV=2	22	22	1.000	14	8	14	8	14.000	8.000	14	161708.83642700003	193055.783692	163372.956422	211242.716311	227239.749756	183100.89111300002	197731.153809	208980.016358	201007.265871	193132.592406	2395.9355769999997	8	67515.53662099999	91785.8396	70296.845947	84237.953492	99944.604003	70936.69592200001	92165.256837	85221.042724	87493.94958400002	75765.41796900002	1269.191193
2105	1	sp|P76234|YEAE_ECOLI	 	 	 	 	9.5	284	30986	Uncharacterized protein YeaE OS=Escherichia coli (strain K12) OX=83333 GN=yeaE PE=4 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	3	52356.882324	53228.329102	45726.106445	61939.790039	62536.250001	50823.709473	59242.796875	61374.484864000005	52568.737304999995	50557.194824	221.257004	3	36231.390137	37886.925293	32093.899658000002	38692.73706	42632.854492	30620.031005999997	38556.132568	43652.747314	34725.055176	33501.784667	764.040833
2106	1	sp|P76235|YEAH_ECOLI	 	 	 	 	46.1	427	49392	UPF0229 protein YeaH OS=Escherichia coli (strain K12) OX=83333 GN=yeaH PE=3 SV=1	33	33	1.000	19	14	19	14	19.000	14.000	19	482135.74243199994	461881.1657719999	454959.016236	547525.842223	564620.417113	490611.3069460001	569405.8081670001	553005.187042	492074.3490899999	538860.455809	9533.67108	14	227022.23315400002	225062.81664999996	216953.91442800002	244868.30334500002	260504.89904799996	233309.13262999998	258953.20422299998	264400.364502	240572.4917	263449.918946	3230.344482
2107	1	sp|P76237|DGCJ_ECOLI	 	 	 	 	4.6	496	56602	Probable diguanylate cyclase DgcJ OS=Escherichia coli (strain K12) OX=83333 GN=dgcJ PE=1 SV=2	5	5	1.000	3	2	3	2	3.000	2.000	3	31030.149414	30258.354492	30570.861815999997	34479.487305	35665.688475999996	35685.322754	38732.822266	36249.359375	31212.816407	31931.004394000003	406.927643	2	11744.234131	14324.274048	13607.348633	17368.192139	16179.845946999998	12184.902344	15292.237305	13921.451782	11867.485351000001	15329.480957	246.39209
2108	1	sp|P76243|YEAO_ECOLI	 	 	 	 	62.6	115	13386	Uncharacterized protein YeaO OS=Escherichia coli (strain K12) OX=83333 GN=yeaO PE=4 SV=2	17	17	1.000	11	6	11	6	11.000	6.000	11	112094.24389599999	142894.94848700002	116190.031006	131608.111817	148439.018311	115198.306153	154825.226562	145859.204345	142103.06787199999	132222.10473800002	2570.547393	6	44461.750488	66188.679078	44505.97412099999	49242.327271	72499.118897	46824.121094	55455.018798	57233.656128	52012.154662	43878.391357	854.743165
2109	1	sp|P76251|DMLA_ECOLI	 	 	 	 	44.0	361	40314	D-malate dehydrogenase [decarboxylating] OS=Escherichia coli (strain K12) OX=83333 GN=dmlA PE=1 SV=1	23	23	1.000	13	10	13	10	13.000	10.000	13	202134.10278400002	230225.902709	194065.920654	241197.88403299998	273111.22265500005	215545.82250799998	253404.79809499998	253799.658203	234326.05859399997	225137.515382	4146.6584920000005	10	134480.84082199997	156209.099609	133099.419433	151860.433226	178557.170899	133607.13806000003	160690.456542	159938.080811	142704.603027	144851.27020199996	1755.646026
2110	1	sp|P76256|TSAB_ECOLI	 	 	 	 	13.9	231	25181	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB OS=Escherichia coli (strain K12) OX=83333 GN=tsaB PE=1 SV=1	8	8	1.000	5	3	5	3	5.000	3.000	5	88975.752929	110760.26904300001	92970.343506	101333.029296	121722.94384800002	89873.713867	110013.196778	106291.20068400001	104372.602539	94004.29638700001	1469.78717	3	78738.053101	96922.394653	74719.595337	93154.017334	103066.593872	75322.790345	101033.13757300001	91826.744263	86748.13745200001	75578.95044	150.0
2111	1	sp|P76268|KDGR_ECOLI	 	 	 	 	58.2	263	30029	Transcriptional regulator KdgR OS=Escherichia coli (strain K12) OX=83333 GN=kdgR PE=1 SV=1	52	52	1.000	29	23	29	23	29.000	23.000	29	965249.7956559999	1070313.5749500003	956381.2551270002	1157193.450928	1195173.06543	1050705.9431140001	1183360.032594	1127948.629884	1101030.8207999999	1099196.975708	25792.060408999994	23	454324.07519800006	506774.55126999994	479752.04357900005	556530.3693850001	604074.8036499999	516777.77367999987	594599.04309	567655.853393	522196.7499990001	535237.4215080001	7739.159499
2112	1	sp|P76270|MSRC_ECOLI	 	 	 	 	31.5	165	18121	Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	17	17	1.000	9	8	9	8	9.000	8.000	9	274982.296876	389844.630127	294765.89087	353393.62549	437922.041747	316387.909912	370116.76074299996	357007.110596	349553.11914200004	293459.83349600004	4530.003723	8	175865.70068299997	253107.04931700003	183749.721192	217989.539062	295283.798826	201471.943848	243971.88867199997	224637.25341900002	235374.461426	189031.17285200002	6051.856538
2113	1	sp|P76272|YEBT_ECOLI	 	 	 	 	7.9	877	94969	Uncharacterized protein YebT OS=Escherichia coli (strain K12) OX=83333 GN=yebT PE=3 SV=2	6	6	1.000	5	1	5	1	5.000	1.000	5	72894.856933	77169.689454	69699.000489	99883.784181	92630.40332	89801.736328	100393.339843	93890.634765	88578.495118	85261.367188	492.414276	1	11179.650391	11982.597656	12132.060547	13522.545897999998	12581.56543	13647.741211000002	14385.09668	19429.359375	13573.020508000001	11580.466797	540.684082
2114	1	sp|P76273|RSMF_ECOLI	 	 	 	 	25.1	479	53227	Ribosomal RNA small subunit methyltransferase F OS=Escherichia coli (strain K12) OX=83333 GN=rsmF PE=1 SV=2	17	17	1.000	8	9	8	9	8.000	9.000	8	177235.44262699998	178507.04052900002	193318.074218	206577.900147	214151.93505799997	208683.201905	216970.31372	217127.28832999998	185315.95337	188349.43603399998	2788.710236	9	114648.17822299998	126283.29617300001	131005.06197999998	136961.542236	143170.06396400003	159299.13745200005	141925.993287	169006.659545	123345.21105900001	133269.658936	2174.918213
2115	1	sp|P76290|CMOA_ECOLI	 	 	 	 	28.3	247	27776	Carboxy-S-adenosyl-L-methionine synthase OS=Escherichia coli (strain K12) OX=83333 GN=cmoA PE=1 SV=1	13	13	1.000	9	4	9	4	9.000	4.000	9	158776.538328	194766.72216699997	151468.62719700002	190411.44775400002	240225.05200199998	160260.981446	207992.56079000002	199934.611329	186371.490478	161922.31835900003	2059.001037	4	38293.553467000005	45052.628662	33122.143555	39434.049805	53215.47753900001	36684.849365	45923.712157999995	45629.563721	37501.938477	35841.218994	465.59164400000003
2116	1	sp|P76291|CMOB_ECOLI	 	 	 	 	17.3	323	37006	tRNA U34 carboxymethyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=cmoB PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	6	129641.926758	136765.95019499998	135231.265625	154745.101562	167784.461913	145035.95410200002	173474.716797	161339.254881	148166.347656	137815.33300800002	3702.5450439999995	4	92524.43164	91793.30029300001	90260.78564399999	105456.995605	110854.328613	92092.797852	123272.47119099999	106049.22265600001	99298.48388700001	104976.83935600001	2504.876953
2117	1	sp|P76298|FLHA_ECOLI	 	 	 	 	3.8	692	74842	Flagellar biosynthesis protein FlhA OS=Escherichia coli (strain K12) OX=83333 GN=flhA PE=3 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	2	28499.887695	32536.207030999998	26597.976562000003	31446.208984	33419.870118	26277.541016	32504.725586	34223.640625	29853.658203	29447.619141000003	864.9571229999999	2	4269.437988000001	5390.057617	3732.3386229999996	5335.079102000001	5166.948242	4160.482422	6051.82959	6014.798828	4936.129883	4018.2851560000004	150.0
2118	1	sp|P76316|DCYD_ECOLI	 	 	 	 	27.7	328	35153	D-cysteine desulfhydrase OS=Escherichia coli (strain K12) OX=83333 GN=dcyD PE=1 SV=4	28	28	1.000	15	13	15	13	15.000	13.000	15	587756.212402	764155.813476	546063.509766	705669.3061520001	919565.9741209999	585010.5942390001	743593.350585	762428.6142569999	660915.7929700001	603062.7377930001	5766.118195000001	13	245453.35193	329716.77026400005	230745.447875	308570.942872	391221.29956	248480.399902	334899.339721	315958.19360400003	299307.163453	260832.326294	4117.253266000001
2119	1	sp|P76318|YEDK_ECOLI	 	 	 	 	6.8	222	24979	Putative SOS response-associated peptidase YedK OS=Escherichia coli (strain K12) OX=83333 GN=yedK PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	3	42612.51757699999	46654.291016	44904.694824	51082.99707	52911.003907	55295.243653000005	52641.210938000004	51154.282227	47142.820313000004	46951.962889999995	1055.55957	1	3053.5361329999996	2560.5239260000003	2261.885986	2861.6484379999997	3450.983398	3536.9873049999997	3594.809814	3568.121582	2962.923828	3016.80957	150.0
2120	1	sp|P76329|MPGP_ECOLI	 	 	 	 	28.0	271	30439	Mannosyl-3-phosphoglycerate phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=yedP PE=1 SV=1	16	16	1.000	10	6	10	6	10.000	6.000	10	160235.42895600002	221631.88183700002	166976.94287	190774.60693399998	270060.341309	168482.309327	223515.13891499996	210813.53979399998	189812.347899	184546.474122	2584.88562	6	76775.628906	100725.732911	74313.45019500001	88223.626953	126663.281738	63367.923584	101017.61816400001	97068.312012	91849.300782	78115.42627000001	966.9421390000001
2121	1	sp|P76330|DGCQ_ECOLI	 	 	 	 	6.4	564	64282	Probable diguanylate cyclase DgcQ OS=Escherichia coli (strain K12) OX=83333 GN=dgcQ PE=2 SV=2	10	10	1.000	5	5	5	5	5.000	5.000	5	44837.462157	51582.236328	44474.974121	52976.612305	53514.268555	44322.490723	58563.387451	47846.042235	49317.317627000004	49184.768555	385.630615	5	31907.929444	31061.698486	31853.255127999997	36721.367188000004	38027.846192	30116.685303	41047.36792	38473.568115999995	35637.440186	35642.267089	235.06242400000002
2122	1	sp|P76340|YEDW_ECOLI	 	 	 	 	12.1	223	25017	Probable transcriptional regulatory protein YedW OS=Escherichia coli (strain K12) OX=83333 GN=yedW PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	3	38935.301758	38543.101561999996	39762.322265	44866.321289	48140.387695	43791.241211	48268.125976999996	44767.785156	41063.75	41523.258789	465.505676	1	4475.356445	3900.1118159999996	4060.125	4057.302979	4593.641113000001	4546.226562	3860.112793	5248.119140999999	4113.652344	4511.458008	150.0
2123	1	sp|P76342|MSRP_ECOLI	 	 	 	 	24.6	334	37368	Protein-methionine-sulfoxide reductase catalytic subunit MsrP OS=Escherichia coli (strain K12) OX=83333 GN=msrP PE=1 SV=1	16	16	1.000	8	8	8	8	8.000	8.000	8	237627.726319	243665.256346	231025.434082	267316.40393000003	275495.27539200004	255914.232668	283627.560669	284343.052245	255241.87854	246425.07092099998	1968.266663	8	154327.190184	164314.54541000002	165564.895995	178633.55664	175650.44873	162912.44165000002	177906.79125900002	172530.83081199997	166816.29663099998	168509.97704899998	3395.411377
2124	1	sp|P76346|MTFA_ECOLI	 	 	 	 	18.5	265	30279	Protein MtfA OS=Escherichia coli (strain K12) OX=83333 GN=mtfA PE=1 SV=2	14	14	1.000	9	5	9	5	9.000	5.000	9	148894.178468	207073.933594	139895.364014	181604.67504899998	227086.917481	163573.28710800002	206999.449463	210044.192382	186384.732911	155525.98413	2945.766602	5	31328.857178000002	46730.17688	27245.224365	38361.96337899999	47053.398559	28561.624512	43404.39526500001	39944.664794	38612.025879	31925.262451	790.398499
2125	1	sp|P76372|WZZB_ECOLI	 	 	 	 	50.3	326	36454	Chain length determinant protein OS=Escherichia coli (strain K12) OX=83333 GN=wzzB PE=1 SV=2	42	42	1.000	24	18	24	18	24.000	18.000	24	594762.8725599998	579915.1673590001	571890.9591660001	701150.6134040001	665125.587404	614417.436525	706596.993896	657421.0880119998	634750.746705	645391.592286	13364.126708999998	18	491606.296387	476233.65820299997	477644.03454799997	549162.6428210001	545144.8728039999	500748.3610840001	555622.3632809999	543554.555785	516271.327637	534501.3205579999	10753.412537999999
2126	1	sp|P76373|UDG_ECOLI	 	 	 	 	6.7	388	43656	UDP-glucose 6-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=ugd PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	12018.879394	10349.846192	12816.116699	12739.821778000001	16591.679687000003	12282.931641	17361.826172	13952.260253999999	13696.297364	13812.823241999999	256.404419	1	5233.995605	3630.531982	5617.058594	6344.149414	7852.111816	4503.794434	6607.566895	6288.075684	5005.337402	7590.844727	150.0
2127	1	sp|P76389|YEGH_ECOLI	 	 	 	 	19.0	527	59450	UPF0053 protein YegH OS=Escherichia coli (strain K12) OX=83333 GN=yegH PE=3 SV=2	13	13	1.000	10	3	10	3	10.000	3.000	10	160397.67083800002	163857.34966900002	150590.475066	180846.013916	187345.13757299999	176602.437073	189489.0271	185825.786561	181212.755309	172142.53534	5840.165284	3	26089.562621999998	23322.54663	25946.146117999997	25411.979003	29572.540039	25450.186767	31159.891112999998	31453.12085	26185.803955	29918.013917	975.312623
2128	1	sp|P76397|MDTA_ECOLI	 	 	 	 	19.3	415	44464	Multidrug resistance protein MdtA OS=Escherichia coli (strain K12) OX=83333 GN=mdtA PE=2 SV=2	14	14	1.000	6	8	6	8	6.000	8.000	6	35308.410645	36406.99829	35104.743163	44560.105957	45381.300292	40128.984374	46313.340820000005	39875.086182	46969.63110400001	37260.580566000004	150.0	8	33590.632263	37178.069213999996	32776.015961	41538.30539	36623.569091	37773.142487	49076.34411600001	39720.019042	34760.691588999995	36547.650269000005	540.034058
2129	1	sp|P76402|YEGP_ECOLI	 	 	 	 	63.6	110	12024	UPF0339 protein YegP OS=Escherichia coli (strain K12) OX=83333 GN=yegP PE=1 SV=2	31	31	1.000	20	11	20	11	20.000	11.000	20	273507.690368	342695.506591	302478.277588	316937.29333500005	360555.9090590001	311263.3354510001	349170.533083	333139.747315	340200.95361300005	306246.385742	7834.693329000001	11	263679.809874	295436.61035200005	271942.0460210001	271313.317994	319616.9929200001	285715.438476	323356.42651400005	298815.74243199994	297342.410401	286313.75415100006	1369.115235
2130	1	sp|P76403|YEGQ_ECOLI	 	 	 	 	51.7	453	51193	Uncharacterized protease YegQ OS=Escherichia coli (strain K12) OX=83333 GN=yegQ PE=3 SV=1	71	71	1.000	40	31	40	31	40.000	31.000	40	1050669.7963880002	1089135.9499529996	1042994.8983769999	1247025.2905889999	1279410.7418820001	1118812.2550650002	1228482.6427019997	1257620.6580819997	1129128.1779800002	1181855.5452879998	30630.980362	31	896757.598296	882725.2970580002	867727.1654640001	1002831.3767109999	1055736.096436	891981.6750479998	1010020.384033	1041985.484252	908537.7712400001	972409.6228020003	10473.246704000001
2131	1	sp|P76407|YEGS_ECOLI	 	 	 	 	16.1	299	32038	Lipid kinase YegS OS=Escherichia coli (strain K12) OX=83333 GN=yegS PE=1 SV=1	9	9	1.000	6	3	6	3	6.000	3.000	6	71326.70410199999	99291.087403	68937.043701	88796.355712	115127.147461	83083.36377	94568.812012	95834.66259699999	90170.017578	79687.223632	599.2339939999999	3	20893.709961	34249.679199	19821.071776999997	28538.334961	42438.225587	25869.927734999997	31607.791016000003	30019.551758	32127.657715	27820.738769	844.308105
