PAW protein_summary_9 results file
written: Wed Apr 17 21:55:00 2019

 	=subtotal(109,B6:B2339)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
1719.0	1	sp|P37744|RMLA1_ECOLI	 	58.4	293	32693	Glucose-1-phosphate thymidylyltransferase 1 OS=Escherichia coli (strain K12) OX=83333 GN=rfbA PE=1 SV=2	64	63	0.984	35	29	35	28	35.000	28.848	sp|P37744|RMLA1_ECOLI, sp|P61887|RMLA2_ECOLI
1720.0	1	sp|P37745|RMLC_ECOLI	 	43.8	185	21270	dTDP-4-dehydrorhamnose 3,5-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=rfbC PE=1 SV=1	19	19	1.000	12	7	12	7	12.000	7.000	 
1721.0	1	sp|P37747|GLF_ECOLI	 	56.7	367	42965	UDP-galactopyranose mutase OS=Escherichia coli (strain K12) OX=83333 GN=glf PE=1 SV=1	79	79	1.000	48	31	48	31	48.000	31.000	 
1722.0	1	sp|P37749|WBBI_ECOLI	 	41.2	330	37757	Beta-1,6-galactofuranosyltransferase WbbI OS=Escherichia coli (strain K12) OX=83333 GN=wbbI PE=1 SV=1	30	30	1.000	17	13	17	13	17.000	13.000	 
1723.0	1	sp|P37750|WBBJ_ECOLI	 	9.7	196	21675	Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ OS=Escherichia coli (strain K12) OX=83333 GN=wbbJ PE=3 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
1724.0	1	sp|P37751|WBBK_ECOLI	 	63.7	372	43188	Putative glycosyltransferase WbbK OS=Escherichia coli (strain K12) OX=83333 GN=wbbK PE=4 SV=1	49	49	1.000	29	20	29	20	29.000	20.000	 
1725.0	1	sp|P37757|YDDE_ECOLI	 	17.8	297	32318	Uncharacterized isomerase YddE OS=Escherichia coli (strain K12) OX=83333 GN=yddE PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
1726.0	1	sp|P37759|RMLB1_ECOLI	 	54.8	361	40558	dTDP-glucose 4,6-dehydratase 1 OS=Escherichia coli (strain K12) OX=83333 GN=rfbB PE=3 SV=2	60	53	0.883	32	28	28	25	31.111	27.083	sp|P27830|RMLB2_ECOLI, sp|P37759|RMLB1_ECOLI
1727.0	1	sp|P37765|RLUB_ECOLI	 	61.9	291	32711	Ribosomal large subunit pseudouridine synthase B OS=Escherichia coli (strain K12) OX=83333 GN=rluB PE=1 SV=2	48	48	1.000	23	25	23	25	23.000	25.000	 
1728.0	1	sp|P37769|KDUD_ECOLI	 	24.9	253	27070	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=kduD PE=1 SV=2	12	12	1.000	9	3	9	3	9.000	3.000	 
1729.0	1	sp|P37773|MPL_ECOLI	 	44.0	457	49874	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase OS=Escherichia coli (strain K12) OX=83333 GN=mpl PE=1 SV=3	41	41	1.000	21	20	21	20	21.000	20.000	 
1730.0	1	sp|P37774|YECC_ECOLI	 	13.6	250	27677	L-cystine transport system ATP-binding protein YecC OS=Escherichia coli (strain K12) OX=83333 GN=yecC PE=3 SV=2	14	14	1.000	8	6	8	6	8.000	6.000	 
1731.0	1	sp|P37902|GLTI_ECOLI	 	69.2	302	33420	Glutamate/aspartate import solute-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=gltI PE=1 SV=2	98	98	1.000	56	42	56	42	56.000	42.000	 
1732.0	1	sp|P37903|USPF_ECOLI	 	36.1	144	16016	Universal stress protein F OS=Escherichia coli (strain K12) OX=83333 GN=uspF PE=1 SV=2	18	18	1.000	10	8	10	8	10.000	8.000	 
1733.0	1	sp|P37908|YFJD_ECOLI	 	7.5	428	48044	UPF0053 inner membrane protein YfjD OS=Escherichia coli (strain K12) OX=83333 GN=yfjD PE=1 SV=5	4	4	1.000	2	2	2	2	2.000	2.000	 
1734.0	1	sp|P38038|CYSJ_ECOLI	 	37.7	599	66269	Sulfite reductase [NADPH] flavoprotein alpha-component OS=Escherichia coli (strain K12) OX=83333 GN=cysJ PE=1 SV=4	51	51	1.000	29	22	29	22	29.000	22.000	 
1735.0	1	sp|P38051|MENF_ECOLI	 	41.8	431	48764	Isochorismate synthase MenF OS=Escherichia coli (strain K12) OX=83333 GN=menF PE=1 SV=4	33	33	1.000	18	15	18	15	18.000	15.000	 
1736.0	1	sp|P38104|RSPA_ECOLI	 	7.4	404	45968	Starvation-sensing protein RspA OS=Escherichia coli (strain K12) OX=83333 GN=rspA PE=2 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
1737.0	1	sp|P38489|NFSB_ECOLI	 	57.1	217	23905	Oxygen-insensitive NAD(P)H nitroreductase OS=Escherichia coli (strain K12) OX=83333 GN=nfsB PE=1 SV=1	67	67	1.000	34	33	34	33	34.000	33.000	 
1738.0	1	sp|P38521|YGGL_ECOLI	 	42.6	108	12880	Uncharacterized protein YggL OS=Escherichia coli (strain K12) OX=83333 GN=yggL PE=4 SV=2	17	17	1.000	9	8	9	8	9.000	8.000	 
1739.0	1	sp|P38684|TORR_ECOLI	 	17.0	230	26233	TorCAD operon transcriptional regulatory protein TorR OS=Escherichia coli (strain K12) OX=83333 GN=torR PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	 
1740.0	1	sp|P39099|DEGQ_ECOLI	 	53.0	455	47204	Periplasmic pH-dependent serine endoprotease DegQ OS=Escherichia coli (strain K12) OX=83333 GN=degQ PE=1 SV=1	64	64	1.000	36	28	36	28	36.000	28.000	 
1741.0	1	sp|P39160|UXUB_ECOLI	 	33.1	486	53580	D-mannonate oxidoreductase OS=Escherichia coli (strain K12) OX=83333 GN=uxuB PE=3 SV=1	33	33	1.000	20	13	20	13	20.000	13.000	 
1742.0	1	sp|P39161|UXUR_ECOLI	 	20.2	257	29308	Uxu operon transcriptional regulator OS=Escherichia coli (strain K12) OX=83333 GN=uxuR PE=4 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
1743.0	1	sp|P39172|ZNUA_ECOLI	 	16.8	310	33777	High-affinity zinc uptake system protein ZnuA OS=Escherichia coli (strain K12) OX=83333 GN=znuA PE=1 SV=4	9	9	1.000	5	4	5	4	5.000	4.000	 
1744.0	1	sp|P39173|YEAD_ECOLI	 	48.6	294	32666	Putative glucose-6-phosphate 1-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=yeaD PE=1 SV=2	34	34	1.000	20	14	20	14	20.000	14.000	 
1745.0	1	sp|P39176|ERFK_ECOLI	 	53.9	310	34411	Probable L,D-transpeptidase ErfK/SrfK OS=Escherichia coli (strain K12) OX=83333 GN=erfK PE=1 SV=2	49	49	1.000	27	22	27	22	27.000	22.000	 
1746.0	1	sp|P39177|USPG_ECOLI	 	28.2	142	15935	Universal stress protein UP12 OS=Escherichia coli (strain K12) OX=83333 GN=uspG PE=1 SV=2	26	26	1.000	14	12	14	12	14.000	12.000	 
1747.0	1	sp|P39180|AG43_ECOLI	 	21.8	1039	106824	Antigen 43 OS=Escherichia coli (strain K12) OX=83333 GN=flu PE=1 SV=3	39	39	1.000	20	19	20	19	20.000	19.000	 
1748.0	1	sp|P39187|YTFJ_ECOLI	 	52.2	184	20420	Uncharacterized protein YtfJ OS=Escherichia coli (strain K12) OX=83333 GN=ytfJ PE=1 SV=1	53	53	1.000	27	26	27	26	27.000	26.000	 
1749.0	1	sp|P39199|PRMB_ECOLI	 	22.3	310	35001	50S ribosomal protein L3 glutamine methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=prmB PE=1 SV=3	27	27	1.000	18	9	18	9	18.000	9.000	 
1750.0	1	sp|P39265|ALSB_ECOLI	 	31.8	311	32910	D-allose-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=alsB PE=1 SV=1	19	19	1.000	9	10	9	10	9.000	10.000	 
1751.0	1	sp|P39274|YJDJ_ECOLI	 	17.8	90	10468	Uncharacterized protein YjdJ OS=Escherichia coli (strain K12) OX=83333 GN=yjdJ PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
1752.0	1	sp|P39280|EPMB_ECOLI	 	22.5	342	38749	L-lysine 2,3-aminomutase OS=Escherichia coli (strain K12) OX=83333 GN=epmB PE=1 SV=1	26	26	1.000	15	11	15	11	15.000	11.000	 
1753.0	1	sp|P39285|MSCM_ECOLI	 	9.5	1107	123966	Miniconductance mechanosensitive channel MscM OS=Escherichia coli (strain K12) OX=83333 GN=mscM PE=1 SV=3	15	15	1.000	11	4	11	4	11.000	4.000	 
1754.0	1	sp|P39286|RSGA_ECOLI	 	34.6	350	39193	Small ribosomal subunit biogenesis GTPase RsgA OS=Escherichia coli (strain K12) OX=83333 GN=rsgA PE=1 SV=2	26	26	1.000	14	12	14	12	14.000	12.000	 
1755.0	1	sp|P39297|BSMA_ECOLI	 	25.7	109	12038	Lipoprotein BsmA OS=Escherichia coli (strain K12) OX=83333 GN=bsmA PE=2 SV=2	5	5	1.000	2	3	2	3	2.000	3.000	 
1756.0	1	sp|P39298|YJFP_ECOLI	 	24.1	249	27588	Esterase YjfP OS=Escherichia coli (strain K12) OX=83333 GN=yjfP PE=4 SV=1	13	13	1.000	8	5	8	5	8.000	5.000	 
1757.0	1	sp|P39304|ULAD_ECOLI	 	7.9	216	23578	3-keto-L-gulonate-6-phosphate decarboxylase UlaD OS=Escherichia coli (strain K12) OX=83333 GN=ulaD PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
1758.0	1	sp|P39310|YTFB_ECOLI	 	29.2	212	23505	Uncharacterized protein YtfB OS=Escherichia coli (strain K12) OX=83333 GN=ytfB PE=3 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	 
1759.0	1	sp|P39315|QOR2_ECOLI	 	24.8	286	29733	Quinone oxidoreductase 2 OS=Escherichia coli (strain K12) OX=83333 GN=qorB PE=1 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
1760.0	1	sp|P39325|YTFQ_ECOLI	 	56.3	318	34344	ABC transporter periplasmic-binding protein YtfQ OS=Escherichia coli (strain K12) OX=83333 GN=ytfQ PE=1 SV=1	105	105	1.000	64	41	64	41	64.000	41.000	 
1761.0	1	sp|P39328|YTFT_ECOLI	 	7.3	341	35659	Inner membrane ABC transporter permease protein YtfT OS=Escherichia coli (strain K12) OX=83333 GN=ytfT PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
1762.0	1	sp|P39334|BDCR_ECOLI	 	21.8	197	21501	HTH-type transcriptional repressor BdcR OS=Escherichia coli (strain K12) OX=83333 GN=bdcR PE=1 SV=2	6	6	1.000	2	4	2	4	2.000	4.000	 
1763.0	1	sp|P39336|YJGL_ECOLI	 	3.6	604	69577	Uncharacterized protein YjgL OS=Escherichia coli (strain K12) OX=83333 GN=yjgL PE=1 SV=2	11	11	1.000	9	2	9	2	9.000	2.000	 
1764.0	1	sp|P39337|YJGM_ECOLI	 	12.0	167	18622	Uncharacterized N-acetyltransferase YjgM OS=Escherichia coli (strain K12) OX=83333 GN=yjgM PE=3 SV=2	5	5	1.000	2	3	2	3	2.000	3.000	 
1765.0	1	sp|P39342|YJGR_ECOLI	 	50.6	500	54332	Uncharacterized protein YjgR OS=Escherichia coli (strain K12) OX=83333 GN=yjgR PE=4 SV=1	49	49	1.000	27	22	27	22	27.000	22.000	 
1766.0	1	sp|P39343|IDNR_ECOLI	 	6.9	332	37567	HTH-type transcriptional regulator IdnR OS=Escherichia coli (strain K12) OX=83333 GN=idnR PE=4 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
1767.0	1	sp|P39353|YJHC_ECOLI	 	33.1	372	41384	Uncharacterized oxidoreductase YjhC OS=Escherichia coli (strain K12) OX=83333 GN=yjhC PE=1 SV=2	32	32	1.000	21	11	21	11	21.000	11.000	 
1768.0	1	sp|P39371|NANM_ECOLI	 	31.2	368	39572	N-acetylneuraminate epimerase OS=Escherichia coli (strain K12) OX=83333 GN=nanM PE=1 SV=2	22	22	1.000	15	7	15	7	15.000	7.000	 
1769.0	1	sp|P39376|YJIE_ECOLI	 	13.2	303	34710	HTH-type transcriptional regulator YjiE OS=Escherichia coli (strain K12) OX=83333 GN=yjiE PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	 
1770.0	1	sp|P39377|IADA_ECOLI	 	44.1	390	41083	Isoaspartyl dipeptidase OS=Escherichia coli (strain K12) OX=83333 GN=iadA PE=1 SV=1	33	33	1.000	17	16	17	16	17.000	16.000	 
1771.0	1	sp|P39384|YJIM_ECOLI	 	12.5	383	42742	Putative dehydratase subunit YjiM OS=Escherichia coli (strain K12) OX=83333 GN=yjiM PE=3 SV=2	5	5	1.000	4	1	4	1	4.000	1.000	 
1772.0	1	sp|P39401|OPGB_ECOLI	 	17.2	763	85493	Phosphoglycerol transferase I OS=Escherichia coli (strain K12) OX=83333 GN=mdoB PE=3 SV=2	24	24	1.000	15	9	15	9	15.000	9.000	 
1773.0	1	sp|P39406|RSMC_ECOLI	 	46.9	343	37624	Ribosomal RNA small subunit methyltransferase C OS=Escherichia coli (strain K12) OX=83333 GN=rsmC PE=1 SV=3	40	40	1.000	21	19	21	19	21.000	19.000	 
1774.0	1	sp|P39407|YJJU_ECOLI	 	40.6	357	39831	Uncharacterized protein YjjU OS=Escherichia coli (strain K12) OX=83333 GN=yjjU PE=3 SV=1	29	29	1.000	14	15	14	15	14.000	15.000	 
1775.0	1	sp|P39408|YJJV_ECOLI	 	47.5	259	28909	Uncharacterized metal-dependent hydrolase YjjV OS=Escherichia coli (strain K12) OX=83333 GN=yjjV PE=1 SV=2	22	22	1.000	11	11	11	11	11.000	11.000	 
1776.0	1	sp|P39411|NCPP_ECOLI	 	27.6	170	18212	Non-canonical purine NTP phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=yjjX PE=1 SV=2	11	11	1.000	6	5	6	5	6.000	5.000	 
1777.0	1	sp|P39451|ADHP_ECOLI	 	35.1	336	35379	Alcohol dehydrogenase, propanol-preferring OS=Escherichia coli (strain K12) OX=83333 GN=adhP PE=1 SV=1	11	11	1.000	8	3	8	3	8.000	3.000	 
1778.0	1	sp|P39452|RIR3_ECOLI	 	6.4	714	80478	Ribonucleoside-diphosphate reductase 2 subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=nrdE PE=2 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	 
1779.0	1	sp|P39829|GARD_ECOLI	 	25.6	523	56401	Galactarate dehydratase (L-threo-forming) OS=Escherichia coli (strain K12) OX=83333 GN=garD PE=1 SV=2	23	23	1.000	14	9	14	9	14.000	9.000	 
1780.0	1	sp|P39830|YBAL_ECOLI	 	4.1	558	59423	Putative cation/proton antiporter YbaL OS=Escherichia coli (strain K12) OX=83333 GN=ybaL PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
1781.0	1	sp|P39831|YDFG_ECOLI	 	56.5	248	27249	NADP-dependent 3-hydroxy acid dehydrogenase YdfG OS=Escherichia coli (strain K12) OX=83333 GN=ydfG PE=1 SV=2	62	62	1.000	37	25	37	25	37.000	25.000	 
1782.0	1	sp|P39838|RCSD_ECOLI	 	27.1	890	100371	Phosphotransferase RcsD OS=Escherichia coli (strain K12) OX=83333 GN=rcsD PE=1 SV=3	42	42	1.000	23	19	23	19	23.000	19.000	 
1783.0	1	sp|P40191|PDXK_ECOLI	 	21.2	283	30847	Pyridoxine/pyridoxal/pyridoxamine kinase OS=Escherichia coli (strain K12) OX=83333 GN=pdxK PE=1 SV=2	13	13	1.000	8	5	8	5	8.000	5.000	 
1784.0	1	sp|P40710|NLPE_ECOLI	 	20.8	236	25844	Lipoprotein NlpE OS=Escherichia coli (strain K12) OX=83333 GN=nlpE PE=1 SV=1	7	7	1.000	5	2	5	2	5.000	2.000	 
1785.0	1	sp|P40874|MTOX_ECOLI	 	44.6	372	40902	N-methyl-L-tryptophan oxidase OS=Escherichia coli (strain K12) OX=83333 GN=solA PE=1 SV=1	31	31	1.000	20	11	20	11	20.000	11.000	 
1786.0	1	sp|P41052|MLTB_ECOLI	 	4.7	361	40255	Membrane-bound lytic murein transglycosylase B OS=Escherichia coli (strain K12) OX=83333 GN=mltB PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
1787.0	1	sp|P41407|AZOR_ECOLI	 	44.8	201	21657	FMN-dependent NADH-azoreductase OS=Escherichia coli (strain K12) OX=83333 GN=azoR PE=1 SV=3	18	18	1.000	11	7	11	7	11.000	7.000	 
1788.0	1	sp|P41409|RIHA_ECOLI	 	18.3	311	33823	Pyrimidine-specific ribonucleoside hydrolase RihA OS=Escherichia coli (strain K12) OX=83333 GN=rihA PE=1 SV=2	10	10	1.000	5	5	5	5	5.000	5.000	 
1789.0	1	sp|P42588|PAT_ECOLI	 	46.6	459	49661	Putrescine aminotransferase OS=Escherichia coli (strain K12) OX=83333 GN=patA PE=1 SV=2	46	46	1.000	27	19	27	19	27.000	19.000	 
1790.0	1	sp|P42592|YGJK_ECOLI	 	7.0	783	88320	Glucosidase YgjK OS=Escherichia coli (strain K12) OX=83333 GN=ygjK PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
1791.0	1	sp|P42593|FADH_ECOLI	 	54.0	672	72677	2,4-dienoyl-CoA reductase OS=Escherichia coli (strain K12) OX=83333 GN=fadH PE=1 SV=3	163	163	1.000	97	66	97	66	97.000	66.000	 
1792.0	1	sp|P42596|RLMG_ECOLI	 	36.2	378	42331	Ribosomal RNA large subunit methyltransferase G OS=Escherichia coli (strain K12) OX=83333 GN=rlmG PE=1 SV=2	23	23	1.000	14	9	14	9	14.000	9.000	 
1793.0	1	sp|P42599|YGJR_ECOLI	 	32.9	328	36214	Uncharacterized oxidoreductase YgjR OS=Escherichia coli (strain K12) OX=83333 GN=ygjR PE=3 SV=3	25	25	1.000	16	9	16	9	16.000	9.000	 
1794.0	1	sp|P42604|UXAA_ECOLI	 	9.5	495	54092	Altronate dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=uxaA PE=1 SV=3	10	10	1.000	5	5	5	5	5.000	5.000	 
1795.0	1	sp|P42616|YQJC_ECOLI	 	22.1	122	13906	Protein YqjC OS=Escherichia coli (strain K12) OX=83333 GN=yqjC PE=1 SV=3	6	6	1.000	3	3	3	3	3.000	3.000	 
1796.0	1	sp|P42620|YQJG_ECOLI	 	52.7	328	37386	Glutathionyl-hydroquinone reductase YqjG OS=Escherichia coli (strain K12) OX=83333 GN=yqjG PE=1 SV=1	40	40	1.000	21	19	21	19	21.000	19.000	 
1797.0	1	sp|P42624|YHAK_ECOLI	 	15.0	233	25895	Pirin-like protein YhaK OS=Escherichia coli (strain K12) OX=83333 GN=yhaK PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	 
1798.0	1	sp|P42630|TDCG_ECOLI	 	9.3	454	48521	L-serine dehydratase TdcG OS=Escherichia coli (strain K12) OX=83333 GN=tdcG PE=1 SV=4	12	0	0.000	10	2	0	0	0.000	0.000	sp|P16095|SDHL_ECOLI, sp|P30744|SDHM_ECOLI, sp|P42630|TDCG_ECOLI
1799.0	1	sp|P42632|TDCE_ECOLI	 	8.1	764	85935	PFL-like enzyme TdcE OS=Escherichia coli (strain K12) OX=83333 GN=tdcE PE=1 SV=2	45	1	0.022	23	22	1	0	1.056	0.000	sp|P09373|PFLB_ECOLI, sp|P42632|TDCE_ECOLI, sp|P68066|GRCA_ECOLI
1800.0	1	sp|P42641|OBG_ECOLI	 	37.2	390	43285	GTPase ObgE/CgtA OS=Escherichia coli (strain K12) OX=83333 GN=obgE PE=1 SV=1	41	41	1.000	23	18	23	18	23.000	18.000	 
1801.0	1	sp|P42904|PTPB2_ECOLI	 	33.1	157	17086	N-acetylgalactosamine-specific phosphotransferase enzyme IIB component 2 OS=Escherichia coli (strain K12) OX=83333 GN=agaV PE=4 SV=1	14	14	1.000	8	6	8	6	8.000	6.000	 
1802.0	1	sp|P43329|HRPA_ECOLI	 	45.4	1300	149026	ATP-dependent RNA helicase HrpA OS=Escherichia coli (strain K12) OX=83333 GN=hrpA PE=3 SV=3	142	142	1.000	76	66	76	66	76.000	66.000	 
1803.0	1	sp|P43337|NUDL_ECOLI	 	33.3	192	21435	Uncharacterized Nudix hydrolase NudL OS=Escherichia coli (strain K12) OX=83333 GN=nudL PE=3 SV=1	9	9	1.000	6	3	6	3	6.000	3.000	 
1804.0	1	sp|P43340|YCAK_ECOLI	 	24.0	196	23036	Uncharacterized NAD(P)H oxidoreductase YcaK OS=Escherichia coli (strain K12) OX=83333 GN=ycaK PE=3 SV=2	6	6	1.000	5	1	5	1	5.000	1.000	 
1805.0	1	sp|P43341|LPXH_ECOLI	 	19.6	240	26894	UDP-2,3-diacylglucosamine hydrolase OS=Escherichia coli (strain K12) OX=83333 GN=lpxH PE=1 SV=2	8	8	1.000	5	3	5	3	5.000	3.000	 
1806.0	1	sp|P43671|PQIB_ECOLI	 	19.8	546	60520	Paraquat-inducible protein B OS=Escherichia coli (strain K12) OX=83333 GN=pqiB PE=1 SV=2	16	16	1.000	8	8	8	8	8.000	8.000	 
1807.0	1	sp|P43672|UUP_ECOLI	 	44.4	635	72066	ABC transporter ATP-binding protein uup OS=Escherichia coli (strain K12) OX=83333 GN=uup PE=1 SV=2	78	78	1.000	48	30	48	30	48.000	30.000	 
1808.0	1	sp|P45395|KDSD_ECOLI	 	44.2	328	35196	Arabinose 5-phosphate isomerase KdsD OS=Escherichia coli (strain K12) OX=83333 GN=kdsD PE=1 SV=1	53	53	1.000	33	20	33	20	33.000	20.000	 
1809.0	1	sp|P45425|NANK_ECOLI	 	29.2	291	29644	N-acetylmannosamine kinase OS=Escherichia coli (strain K12) OX=83333 GN=nanK PE=1 SV=2	11	11	1.000	7	4	7	4	7.000	4.000	 
1810.0	1	sp|P45464|LPOA_ECOLI	 	36.0	678	72824	Penicillin-binding protein activator LpoA OS=Escherichia coli (strain K12) OX=83333 GN=lpoA PE=1 SV=1	46	46	1.000	24	22	24	22	24.000	22.000	 
1811.0	1	sp|P45469|YRAR_ECOLI	 	11.8	211	23198	Putative NAD(P)-binding protein YraR OS=Escherichia coli (strain K12) OX=83333 GN=yraR PE=4 SV=2	8	8	1.000	4	4	4	4	4.000	4.000	 
1812.0	1	sp|P45470|YHBO_ECOLI	 	31.4	172	18858	Protein/nucleic acid deglycase 2 OS=Escherichia coli (strain K12) OX=83333 GN=yhbO PE=1 SV=2	10	10	1.000	6	4	6	4	6.000	4.000	 
1813.0	1	sp|P45523|FKBA_ECOLI	 	65.9	270	28882	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA OS=Escherichia coli (strain K12) OX=83333 GN=fkpA PE=1 SV=1	80	80	1.000	47	33	47	33	47.000	33.000	 
1814.0	1	sp|P45531|TUSC_ECOLI	 	31.9	119	13045	Protein TusC OS=Escherichia coli (strain K12) OX=83333 GN=tusC PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
1815.0	1	sp|P45544|FRLR_ECOLI	 	32.9	243	27820	Probable fructoselysine utilization operon transcriptional repressor OS=Escherichia coli (strain K12) OX=83333 GN=frlR PE=1 SV=2	14	14	1.000	8	6	8	6	8.000	6.000	 
1816.0	1	sp|P45552|YHFZ_ECOLI	 	14.0	301	33504	Uncharacterized protein YhfZ OS=Escherichia coli (strain K12) OX=83333 GN=yhfZ PE=4 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
1817.0	1	sp|P45568|DXR_ECOLI	 	29.6	398	43388	1-deoxy-D-xylulose 5-phosphate reductoisomerase OS=Escherichia coli (strain K12) OX=83333 GN=dxr PE=1 SV=2	30	30	1.000	15	15	15	15	15.000	15.000	 
1818.0	1	sp|P45577|PROQ_ECOLI	 	71.1	232	25892	RNA chaperone ProQ OS=Escherichia coli (strain K12) OX=83333 GN=proQ PE=1 SV=2	54	54	1.000	32	22	32	22	32.000	22.000	 
1819.0	1	sp|P45578|LUXS_ECOLI	 	67.3	171	19416	S-ribosylhomocysteine lyase OS=Escherichia coli (strain K12) OX=83333 GN=luxS PE=1 SV=3	46	46	1.000	28	18	28	18	28.000	18.000	 
1820.0	1	sp|P45748|TSAC_ECOLI	 	32.6	190	20767	Threonylcarbamoyl-AMP synthase OS=Escherichia coli (strain K12) OX=83333 GN=tsaC PE=1 SV=2	10	10	1.000	5	5	5	5	5.000	5.000	 
1821.0	1	sp|P45771|YRDD_ECOLI	 	50.6	180	19871	Uncharacterized protein YrdD OS=Escherichia coli (strain K12) OX=83333 GN=yrdD PE=4 SV=2	25	25	1.000	15	10	15	10	15.000	10.000	 
1822.0	1	sp|P45799|NUDE_ECOLI	 	36.0	186	21153	ADP compounds hydrolase NudE OS=Escherichia coli (strain K12) OX=83333 GN=nudE PE=1 SV=1	14	14	1.000	7	7	7	7	7.000	7.000	 
1823.0	1	sp|P45800|IGAA_ECOLI	 	8.6	711	79489	Putative membrane protein IgaA homolog OS=Escherichia coli (strain K12) OX=83333 GN=yrfF PE=1 SV=1	10	10	1.000	5	5	5	5	5.000	5.000	 
1824.0	1	sp|P45955|CPOB_ECOLI	 	53.6	263	28231	Cell division coordinator CpoB OS=Escherichia coli (strain K12) OX=83333 GN=cpoB PE=1 SV=2	39	39	1.000	20	19	20	19	20.000	19.000	 
1825.0	1	sp|P46118|HEXR_ECOLI	 	38.1	289	31975	HTH-type transcriptional regulator HexR OS=Escherichia coli (strain K12) OX=83333 GN=hexR PE=3 SV=2	14	14	1.000	9	5	9	5	9.000	5.000	 
1826.0	1	sp|P46122|YAJI_ECOLI	 	10.1	179	19560	Uncharacterized lipoprotein YajI OS=Escherichia coli (strain K12) OX=83333 GN=yajI PE=1 SV=3	2	2	1.000	2	0	2	0	2.000	0.000	 
1827.0	1	sp|P46125|YEDI_ECOLI	 	9.5	305	32190	Inner membrane protein YedI OS=Escherichia coli (strain K12) OX=83333 GN=yedI PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	 
1828.0	1	sp|P46130|YBHC_ECOLI	 	39.3	427	46082	Putative acyl-CoA thioester hydrolase YbhC OS=Escherichia coli (strain K12) OX=83333 GN=ybhC PE=1 SV=2	27	27	1.000	18	9	18	9	18.000	9.000	 
1829.0	1	sp|P46474|YHDP_ECOLI	 	3.6	1266	139052	Uncharacterized protein YhdP OS=Escherichia coli (strain K12) OX=83333 GN=yhdP PE=3 SV=4	7	7	1.000	4	3	4	3	4.000	3.000	 
1830.0	1	sp|P46837|YHGF_ECOLI	 	57.1	773	85119	Protein YhgF OS=Escherichia coli (strain K12) OX=83333 GN=yhgF PE=1 SV=3	135	135	1.000	78	57	78	57	78.000	57.000	 
1831.0	1	sp|P46849|RTCA_ECOLI	 	10.9	338	35903	RNA 3'-terminal phosphate cyclase OS=Escherichia coli (strain K12) OX=83333 GN=rtcA PE=1 SV=3	4	4	1.000	1	3	1	3	1.000	3.000	 
1832.0	1	sp|P46852|YHHW_ECOLI	 	31.2	231	26279	Quercetin 2,3-dioxygenase OS=Escherichia coli (strain K12) OX=83333 GN=yhhW PE=1 SV=1	17	17	1.000	8	9	8	9	8.000	9.000	 
1833.0	1	sp|P46853|YHHX_ECOLI	 	40.3	345	38765	Uncharacterized oxidoreductase YhhX OS=Escherichia coli (strain K12) OX=83333 GN=yhhX PE=1 SV=1	38	38	1.000	21	17	21	17	21.000	17.000	 
1834.0	1	sp|P46854|AAAT_ECOLI	 	25.9	162	18793	L-amino acid N-acetyltransferase AaaT OS=Escherichia coli (strain K12) OX=83333 GN=aaaT PE=1 SV=1	10	10	1.000	7	3	7	3	7.000	3.000	 
