PAW protein_summary_9 results file
written: Sun Apr 21 17:32:22 2019

 	=subtotal(109,B6:B691)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
65.0	1	sp|O43157|PLXB1_HUMAN	 	1.1	2135	232295	Plexin-B1 OS=Homo sapiens OX=9606 GN=PLXNB1 PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
66.0	1	sp|O43493|TGON2_HUMAN	 	17.7	479	51018	Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=3	16	16	1.000	6	10	6	10	6.000	10.000	 
67.0	1	sp|O43505|B4GA1_HUMAN	 	4.1	415	47119	Beta-1,4-glucuronyltransferase 1 OS=Homo sapiens OX=9606 GN=B4GAT1 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
68.0	1	sp|O43866|CD5L_HUMAN	 	20.2	347	38087	CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1	18	18	1.000	6	12	6	12	6.000	12.000	 
69.0	1	sp|O60279|SUSD5_HUMAN	 	4.8	629	68020	Sushi domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SUSD5 PE=1 SV=3	4	4	1.000	1	3	1	3	1.000	3.000	 
70.0	1	sp|O60814|H2B1K_HUMAN	 	14.3	126	13890	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
70.01	1	sp|P06899|H2B1J_HUMAN	redundant	14.3	126	13904	Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
70.02	1	sp|P23527|H2B1O_HUMAN	redundant	14.3	126	13906	Histone H2B type 1-O OS=Homo sapiens OX=9606 GN=HIST1H2BO PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
70.03	1	sp|P33778|H2B1B_HUMAN	redundant	14.3	126	13950	Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=HIST1H2BB PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
70.04	1	sp|P57053|H2BFS_HUMAN	redundant	14.3	126	13944	Histone H2B type F-S OS=Homo sapiens OX=9606 GN=H2BFS PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
70.05	1	sp|P58876|H2B1D_HUMAN	redundant	14.3	126	13936	Histone H2B type 1-D OS=Homo sapiens OX=9606 GN=HIST1H2BD PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
70.06	1	sp|P62807|H2B1C_HUMAN	redundant	14.3	126	13906	Histone H2B type 1-C/E/F/G/I OS=Homo sapiens OX=9606 GN=HIST1H2BI PE=1 SV=4	4	4	1.000	2	2	2	2	2.000	2.000	 
70.07	1	sp|Q16778|H2B2E_HUMAN	redundant	14.3	126	13920	Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=HIST2H2BE PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
70.08	1	sp|Q5QNW6|H2B2F_HUMAN	redundant	14.3	126	13920	Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=HIST2H2BF PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
70.09	1	sp|Q93079|H2B1H_HUMAN	redundant	14.3	126	13892	Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=HIST1H2BH PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
70.1	1	sp|Q96A08|H2B1A_HUMAN	redundant	14.2	127	14167	Histone H2B type 1-A OS=Homo sapiens OX=9606 GN=HIST1H2BA PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
70.11	1	sp|Q99877|H2B1N_HUMAN	redundant	14.3	126	13922	Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=HIST1H2BN PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
70.12	1	sp|Q99879|H2B1M_HUMAN	redundant	14.3	126	13989	Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=HIST1H2BM PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
70.13	1	sp|Q99880|H2B1L_HUMAN	redundant	14.3	126	13952	Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=HIST1H2BL PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
71.0	1	sp|O60911|CATL2_HUMAN	 	4.8	334	37329	Cathepsin L2 OS=Homo sapiens OX=9606 GN=CTSV PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
72.0	1	sp|O75083|WDR1_HUMAN	 	4.5	606	66193	WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	4	4	1.000	1	3	1	3	1.000	3.000	 
73.0	1	sp|O75223|GGCT_HUMAN	 	21.3	188	21007	Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1	9	9	1.000	7	2	7	2	7.000	2.000	 
74.0	1	sp|O75636|FCN3_HUMAN	 	36.1	299	32903	Ficolin-3 OS=Homo sapiens OX=9606 GN=FCN3 PE=1 SV=2	61	61	1.000	23	38	23	38	23.000	38.000	 
75.0	1	sp|O75874|IDHC_HUMAN	 	5.3	414	46659	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
76.0	1	sp|O75882|ATRN_HUMAN	 	20.3	1429	158535	Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2	150	150	1.000	77	73	77	73	77.000	73.000	 
77.0	1	sp|O76009|KT33A_HUMAN	 	19.1	404	45940	Keratin, type I cuticular Ha3-I OS=Homo sapiens OX=9606 GN=KRT33A PE=2 SV=2	16	0	0.000	14	2	0	0	0.000	0.333	CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN, sp|Q9C075|K1C23_HUMAN
78.0	1	sp|O76013|KRT36_HUMAN	 	13.1	467	52247	Keratin, type I cuticular Ha6 OS=Homo sapiens OX=9606 GN=KRT36 PE=2 SV=1	24	0	0.000	19	5	0	0	0.250	0.333	CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN
79.0	1	sp|O76014|KRT37_HUMAN	 	6.5	449	49747	Keratin, type I cuticular Ha7 OS=Homo sapiens OX=9606 GN=KRT37 PE=3 SV=3	16	0	0.000	12	4	0	0	0.250	0.000	CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN
80.0	1	sp|O76015|KRT38_HUMAN	 	6.6	456	50480	Keratin, type I cuticular Ha8 OS=Homo sapiens OX=9606 GN=KRT38 PE=1 SV=3	11	0	0.000	7	4	0	0	0.250	0.000	CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN
81.0	1	sp|O94985|CSTN1_HUMAN	 	5.4	981	109792	Calsyntenin-1 OS=Homo sapiens OX=9606 GN=CLSTN1 PE=1 SV=1	10	10	1.000	5	5	5	5	5.000	5.000	 
82.0	1	sp|O95428|PPN_HUMAN	 	2.3	1278	137699	Papilin OS=Homo sapiens OX=9606 GN=PAPLN PE=2 SV=4	4	4	1.000	2	2	2	2	2.000	2.000	 
83.0	1	sp|O95445|APOM_HUMAN	 	52.1	188	21253	Apolipoprotein M OS=Homo sapiens OX=9606 GN=APOM PE=1 SV=2	57	57	1.000	24	33	24	33	24.000	33.000	 
84.0	1	sp|O95479|G6PE_HUMAN	 	4.7	791	88892	GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens OX=9606 GN=H6PD PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
85.0	1	sp|O95497|VNN1_HUMAN	 	12.1	513	57011	Pantetheinase OS=Homo sapiens OX=9606 GN=VNN1 PE=1 SV=2	26	26	1.000	17	9	17	9	17.000	9.000	 
86.0	1	sp|O95678|K2C75_HUMAN	 	22.0	551	59560	Keratin, type II cytoskeletal 75 OS=Homo sapiens OX=9606 GN=KRT75 PE=1 SV=2	153	0	0.000	94	59	0	0	1.619	0.000	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
87.0	1	sp|O95897|NOE2_HUMAN	 	4.2	454	51386	Noelin-2 OS=Homo sapiens OX=9606 GN=OLFM2 PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	 
88.0	1	sp|O95998|I18BP_HUMAN	 	8.8	194	21099	Interleukin-18-binding protein OS=Homo sapiens OX=9606 GN=IL18BP PE=1 SV=2	6	6	1.000	3	3	3	3	3.000	3.000	 
89.0	1	sp|P00338|LDHA_HUMAN	 	20.2	332	36688	L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2	15	12	0.800	8	7	6	6	6.750	6.500	sp|P00338|LDHA_HUMAN, sp|P07195|LDHB_HUMAN
90.0	1	sp|P00390|GSHR_HUMAN	 	2.9	522	56256	Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2	5	5	1.000	1	4	1	4	1.000	4.000	 
91.0	1	sp|P00441|SODC_HUMAN	 	13.6	154	15936	Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2	5	5	1.000	3	2	3	2	3.000	2.000	 
92.0	1	sp|P00450|CERU_HUMAN	 	68.3	1065	122204	Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1	1551	1551	1.000	833	718	833	718	833.000	718.000	 
93.0	1	sp|P00451|FA8_HUMAN	 	1.8	2351	267006	Coagulation factor VIII OS=Homo sapiens OX=9606 GN=F8 PE=1 SV=1	7	7	1.000	2	5	2	5	2.000	5.000	 
94.0	1	sp|P00488|F13A_HUMAN	 	18.0	732	83266	Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=4	40	40	1.000	21	19	21	19	21.000	19.000	 
95.0	1	sp|P00533|EGFR_HUMAN	 	1.7	1210	134276	Epidermal growth factor receptor OS=Homo sapiens OX=9606 GN=EGFR PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
96.0	1	sp|P00558|PGK1_HUMAN	 	10.3	417	44614	Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	7	7	1.000	3	4	3	4	3.000	4.000	 
97.0	1	sp|P00734|THRB_HUMAN	 	57.7	622	70036	Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2	331	331	1.000	191	140	191	140	191.000	140.000	 
98.0	1	sp|P00736|C1R_HUMAN	 	38.0	705	80118	Complement C1r subcomponent OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=2	182	180	0.989	97	85	96	84	96.774	84.750	sp|P00736|C1R_HUMAN, sp|Q9NZP8|C1RL_HUMAN
99.0	1	sp|P00738|HPT_HUMAN	 	50.7	406	45205	Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1	409	143	0.350	215	194	74	69	211.289	188.792	sp|P00738|HPT_HUMAN, sp|P00739|HPTR_HUMAN
100.0	1	sp|P00739|HPTR_HUMAN	 	43.4	348	39029	Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2	271	5	0.018	143	128	2	3	5.711	8.208	sp|P00738|HPT_HUMAN, sp|P00739|HPTR_HUMAN
101.0	1	sp|P00740|FA9_HUMAN	 	24.3	461	51778	Coagulation factor IX OS=Homo sapiens OX=9606 GN=F9 PE=1 SV=2	51	51	1.000	28	23	28	23	28.000	23.000	 
102.0	1	sp|P00742|FA10_HUMAN	 	28.9	488	54731	Coagulation factor X OS=Homo sapiens OX=9606 GN=F10 PE=1 SV=2	133	133	1.000	71	62	71	62	71.000	62.000	 
103.0	1	sp|P00746|CFAD_HUMAN	 	32.8	253	27033	Complement factor D OS=Homo sapiens OX=9606 GN=CFD PE=1 SV=5	10	10	1.000	5	5	5	5	5.000	5.000	 
104.0	1	sp|P00747|PLMN_HUMAN	 	71.1	810	90568	Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2	798	796	0.997	404	394	403	393	403.946	393.997	CONT_060|gi|542923|pir||S37780, sp|P00747|PLMN_HUMAN, sp|P08519|APOA_HUMAN
105.0	1	sp|P00748|FA12_HUMAN	 	36.4	615	67791	Coagulation factor XII OS=Homo sapiens OX=9606 GN=F12 PE=1 SV=3	58	58	1.000	32	26	32	26	32.000	26.000	 
106.0	1	sp|P00751|CFAB_HUMAN	 	60.2	764	85532	Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2	1189	1189	1.000	605	584	605	584	605.000	584.000	 
107.0	1	sp|P00915|CAH1_HUMAN	 	24.1	261	28870	Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2	20	20	1.000	10	10	10	10	10.000	10.000	 
108.0	1	sp|P00918|CAH2_HUMAN	 	19.6	260	29246	Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2	10	10	1.000	5	5	5	5	5.000	5.000	 
109.0	1	sp|P01008|ANT3_HUMAN	 	71.1	464	52602	Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1	936	936	1.000	483	453	483	453	483.000	453.000	 
110.0	1	sp|P01009|A1AT_HUMAN	 	35.4	418	46736	Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3	55	55	1.000	25	30	25	30	25.000	30.000	 
111.0	1	sp|P01011|AACT_HUMAN	 	59.3	423	47650	Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2	1178	1178	1.000	591	587	591	587	591.000	587.000	 
112.0	1	sp|P01019|ANGT_HUMAN	 	60.6	485	53154	Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1	213	213	1.000	100	113	100	113	100.000	113.000	 
113.0	1	sp|P01023|A2MG_HUMAN	 	81.3	1474	163289	Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3	4950	4564	0.922	2431	2519	2230	2334	2424.713	2513.166	sp|P01023|A2MG_HUMAN, sp|P20742|PZP_HUMAN
114.0	1	sp|P01024|CO3_HUMAN	 	85.3	1663	187146	Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2	5809	5809	1.000	3149	2660	3149	2660	3149.000	2660.000	 
115.0	1	sp|P01031|CO5_HUMAN	 	52.9	1676	188303	Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4	623	623	1.000	320	303	320	303	320.000	303.000	 
116.0	1	sp|P01033|TIMP1_HUMAN	 	13.5	207	23171	Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
117.0	1	sp|P01034|CYTC_HUMAN	 	37.0	146	15799	Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1	30	30	1.000	15	15	15	15	15.000	15.000	 
118.0	1	sp|P01040|CYTA_HUMAN	 	35.7	98	11006	Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1	10	10	1.000	4	6	4	6	4.000	6.000	 
119.0	1	sp|P01042|KNG1_HUMAN	 	50.3	644	71957	Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2	867	867	1.000	471	396	471	396	471.000	396.000	 
120.0	1	sp|P01137|TGFB1_HUMAN	 	7.4	390	44341	Transforming growth factor beta-1 proprotein OS=Homo sapiens OX=9606 GN=TGFB1 PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
121.0	1	sp|P01591|IGJ_HUMAN	 	20.8	159	18098	Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4	12	12	1.000	8	4	8	4	8.000	4.000	 
122.0	1	sp|P01833|PIGR_HUMAN	 	5.5	764	83283	Polymeric immunoglobulin receptor OS=Homo sapiens OX=9606 GN=PIGR PE=1 SV=4	8	8	1.000	1	7	1	7	1.000	7.000	 
123.0	1	sp|P01834|IGKC_HUMAN	 	35.5	107	11765	Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2	9	9	1.000	5	4	5	4	5.000	4.000	 
124.0	1	sp|P01857|IGHG1_HUMAN	 	39.7	330	36105	Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1	51	13	0.255	27	24	7	6	18.850	12.141	sp|P01857|IGHG1_HUMAN, sp|P01859|IGHG2_HUMAN, sp|P01860|IGHG3_HUMAN, sp|P01861|IGHG4_HUMAN
125.0	1	sp|P01859|IGHG2_HUMAN	 	24.8	326	35900	Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2	52	3	0.058	29	23	1	2	6.505	5.846	sp|P01857|IGHG1_HUMAN, sp|P01859|IGHG2_HUMAN, sp|P01860|IGHG3_HUMAN, sp|P01861|IGHG4_HUMAN
126.0	1	sp|P01860|IGHG3_HUMAN	 	29.7	377	41287	Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2	63	7	0.111	34	29	2	5	13.965	15.894	sp|P01857|IGHG1_HUMAN, sp|P01859|IGHG2_HUMAN, sp|P01860|IGHG3_HUMAN, sp|P01861|IGHG4_HUMAN
127.0	1	sp|P01861|IGHG4_HUMAN	 	40.7	327	35940	Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1	52	33	0.635	24	28	16	17	21.680	24.119	sp|P01857|IGHG1_HUMAN, sp|P01859|IGHG2_HUMAN, sp|P01860|IGHG3_HUMAN, sp|P01861|IGHG4_HUMAN
128.0	1	sp|P01871|IGHM_HUMAN	 	15.5	453	49439	Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4	27	27	1.000	12	15	12	15	12.000	15.000	 
129.0	1	sp|P01876|IGHA1_HUMAN	 	5.1	353	37654	Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	 
130.0	1	sp|P01891|1A68_HUMAN	 	9.0	365	40908	HLA class I histocompatibility antigen, A-68 alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=4	3	1	0.333	2	1	1	0	1.250	0.000	sp|P01891|1A68_HUMAN, sp|P01893|HLAH_HUMAN, sp|Q31612|1B73_HUMAN
131.0	1	sp|P01893|HLAH_HUMAN	 	13.0	362	40891	Putative HLA class I histocompatibility antigen, alpha chain H OS=Homo sapiens OX=9606 GN=HLA-H PE=5 SV=3	6	3	0.500	2	4	1	2	1.250	3.333	sp|P01891|1A68_HUMAN, sp|P01893|HLAH_HUMAN, sp|Q31612|1B73_HUMAN
132.0	1	sp|P02042|HBD_HUMAN	 	35.4	147	16055	Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2	11	1	0.091	5	6	1	0	1.400	0.000	sp|P02042|HBD_HUMAN, sp|P68871|HBB_HUMAN
133.0	1	sp|P02452|CO1A1_HUMAN	 	4.2	1464	138940	Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=5	12	12	1.000	4	8	4	8	4.000	8.000	 
134.0	1	sp|P02461|CO3A1_HUMAN	 	1.9	1466	138563	Collagen alpha-1(III) chain OS=Homo sapiens OX=9606 GN=COL3A1 PE=1 SV=4	3	3	1.000	2	1	2	1	2.000	1.000	 
135.0	1	sp|P02533|K1C14_HUMAN	 	64.4	472	51561	Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4	329	54	0.164	188	141	30	24	94.287	73.856	CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|P35527|K1C9_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN
136.0	1	sp|P02545|LMNA_HUMAN	 	4.2	664	74139	Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	 
137.0	1	sp|P02647|APOA1_HUMAN	 	81.3	267	30777	Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1	621	621	1.000	323	298	323	298	323.000	298.000	 
138.0	1	sp|P02649|APOE_HUMAN	 	72.6	317	36154	Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1	149	149	1.000	65	84	65	84	65.000	84.000	 
139.0	1	sp|P02652|APOA2_HUMAN	 	69.0	100	11175	Apolipoprotein A-II OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1	95	95	1.000	50	45	50	45	50.000	45.000	 
140.0	1	sp|P02654|APOC1_HUMAN	 	36.1	83	9332	Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1	19	19	1.000	8	11	8	11	8.000	11.000	 
141.0	1	sp|P02655|APOC2_HUMAN	 	47.5	101	11284	Apolipoprotein C-II OS=Homo sapiens OX=9606 GN=APOC2 PE=1 SV=1	32	32	1.000	14	18	14	18	14.000	18.000	 
142.0	1	sp|P02656|APOC3_HUMAN	 	53.5	99	10852	Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1	74	74	1.000	44	30	44	30	44.000	30.000	 
143.0	1	sp|P02671|FIBA_HUMAN	 	35.9	866	94972	Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2	324	324	1.000	160	164	160	164	160.000	164.000	 
144.0	1	sp|P02675|FIBB_HUMAN	 	23.8	491	55928	Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2	57	57	1.000	32	25	32	25	32.000	25.000	 
145.0	1	sp|P02679|FIBG_HUMAN	 	19.0	453	51511	Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3	44	44	1.000	30	14	30	14	30.000	14.000	 
146.0	1	sp|P02741|CRP_HUMAN	 	24.6	224	25038	C-reactive protein OS=Homo sapiens OX=9606 GN=CRP PE=1 SV=1	38	38	1.000	22	16	22	16	22.000	16.000	 
147.0	1	sp|P02743|SAMP_HUMAN	 	38.6	223	25387	Serum amyloid P-component OS=Homo sapiens OX=9606 GN=APCS PE=1 SV=2	173	173	1.000	91	82	91	82	91.000	82.000	 
