New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Sun Apr 28 10:10:54 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	TotInt_131C_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2	TotInt_131C_TMT2
490	1	sp|Q13835|PKP1_HUMAN	 	 	 	 	6.0	747	82860	Plakophilin-1 OS=Homo sapiens OX=9606 GN=PKP1 PE=1 SV=2	18	18	1.000	10	8	10	8	10.000	8.000	10	82414.441406	51903.938783000005	18365.268431999997	308718.089354	22085.698304	86357.940552	72930.51709000001	190048.28369	50660.779907000004	62237.76135300001	150.0	8	22455.649902	25303.060913999998	33082.642212	69642.685547	22725.194031	41461.106935	55629.423582999996	31548.992065999995	22543.681701999994	36854.716307999995	150.0
491	1	sp|Q13867|BLMH_HUMAN	 	 	 	 	10.8	455	52562	Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1	10	10	1.000	8	2	8	2	8.000	2.000	8	69656.896484	50632.026856000004	10032.155455999999	135433.787109	26438.772767000002	70526.510498	71801.54297	113779.849121	56272.328248000005	62672.71874999999	621.418518	2	13120.548829	7453.918701999999	12515.186523	20643.22461	12094.360352	11441.861327999999	23541.915039	14454.071777000001	10125.453614	14684.875489	150.0
492	1	sp|Q14126|DSG2_HUMAN	 	 	 	 	5.6	1118	122292	Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2	11	11	1.000	4	7	4	7	4.000	7.000	4	94241.685791	54056.74707	11107.907775	59730.15588300001	30280.826965	86357.024658	93756.38940300001	82317.507323	72101.983642	77219.46453900001	150.0	7	50640.361390000005	58459.48706	59669.988464	75908.00036499999	70699.034484	91324.592286	79366.029053	85925.299073	40724.375976999996	108996.228027	427.33032199999997
493	1	sp|Q14515|SPRL1_HUMAN	 	 	 	 	18.8	664	75207	SPARC-like protein 1 OS=Homo sapiens OX=9606 GN=SPARCL1 PE=1 SV=2	29	29	1.000	16	13	16	13	16.000	13.000	16	503981.293824	531692.349304	53702.166596	449387.170412	214689.206603	506491.088196	574614.524109	575335.5149529999	533809.8681950001	559649.5689389999	857.9345089999999	13	91034.80853299999	97752.58551200002	94631.25579800001	108583.747255	101938.78332500001	131191.869446	133778.80590799998	109392.928161	81775.280792	202191.24194399998	213.070297
494	1	sp|Q14520|HABP2_HUMAN	 	 	 	 	36.6	560	62671	Hyaluronan-binding protein 2 OS=Homo sapiens OX=9606 GN=HABP2 PE=1 SV=1	101	101	1.000	54	47	54	47	54.000	47.000	54	9631148.298279999	8297097.550143001	718012.7162469999	9345681.755493	3667569.1061990005	9033865.182009999	7917909.227294001	7447228.149782999	9260607.741452001	10290304.734192995	97269.165252	47	1126247.785068	1031211.2465850001	1329418.9868160002	1029374.8313889998	914158.937712	1191901.0687269997	1115578.4296859999	1092389.403719	530539.211178	1259103.167968	3989.4030759999996
496	1	sp|Q14532|K1H2_HUMAN	 	 	CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN	 	10.7	448	50343	Keratin, type I cuticular Ha2 OS=Homo sapiens OX=9606 GN=KRT32 PE=2 SV=3	18	0	0.000	14	4	0	0	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
497	1	sp|Q14574|DSC3_HUMAN	 	 	 	 	4.5	896	99968	Desmocollin-3 OS=Homo sapiens OX=9606 GN=DSC3 PE=1 SV=3	4	4	1.000	3	1	3	1	3.000	1.000	3	23851.140502000002	20771.203307	4276.77478	43241.668762	7086.982787	19661.176514000002	23680.396606000002	31380.421326000003	19995.822143999998	24760.417358	800.267822	1	11533.150391	6892.81543	6847.389648	14367.378906	14110.664062	8508.860352	14773.677734	11463.72168	9003.048828	11214.332031	150.0
498	1	sp|Q14624|ITIH4_HUMAN	 	 	 	 	64.0	930	103356	Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4	1051	1051	1.000	546	505	546	505	546.000	505.000	546	317933493.7935318	281885447.7124431	32117681.204016007	249415290.2058809	126774368.56469096	250600018.1961387	302009821.12414914	309123224.65216	253671790.66058692	308083269.648045	7617202.703289002	505	119754335.77475096	95937143.47033411	130382341.20596108	102772711.20911007	123412840.00614004	110672561.31213517	106876723.14035606	123635213.14171508	65995979.403848015	158650528.61757508	226211.945574
499	1	sp|Q14697|GANAB_HUMAN	 	 	 	 	6.7	944	106873	Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3	12	12	1.000	3	9	3	9	3.000	9.000	3	31851.280151	17422.624695	3390.2795720000004	20952.401245	11803.125122000001	26547.885132	26690.255493	23836.586914000003	27229.406128	18987.668456	747.803711	9	25927.124008000003	26940.215883	29762.959074000002	35145.246704	35134.273069999996	33271.474944999994	41662.499312	28358.414549999998	24485.304626	55543.759155	150.0
500	1	sp|Q14766|LTBP1_HUMAN	 	 	 	 	3.5	1721	186795	Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4	6	6	1.000	5	1	5	1	5.000	1.000	5	84922.65429699999	68808.592529	10514.224121	72640.845704	36812.674454	85255.169922	107425.735351	113576.697022	100812.08508300001	113607.72595299999	3780.7760009999997	1	422.12936399999995	724.0603639999999	669.334534	570.17511	360.365112	1120.748413	5644.890625	2026.5809329999997	1989.807983	5316.277832	150.0
501	1	sp|Q14956|GPNMB_HUMAN	 	 	 	 	3.3	572	63922	Transmembrane glycoprotein NMB OS=Homo sapiens OX=9606 GN=GPNMB PE=1 SV=2	5	5	1.000	3	2	3	2	3.000	2.000	3	119596.96643	76937.140686	11352.381836	148919.33984400003	74149.00445699999	125193.65930099999	174178.844482	166600.870605	210499.829834	147899.04614400002	8291.270263999999	2	3149.2796630000003	5140.124267	8930.579589	5555.763121999999	4703.214874	6169.4130860000005	3789.041809	4830.11676	2623.227295	10162.213501	234.66893
502	1	sp|Q14CN4|K2C72_HUMAN	 	 	CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, sp|O95678|K2C75_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q9NSB2|KRT84_HUMAN	 	10.6	511	55877	Keratin, type II cytoskeletal 72 OS=Homo sapiens OX=9606 GN=KRT72 PE=1 SV=2	54	0	0.000	28	26	0	0	2.500	1.500	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
503	1	sp|Q15063|POSTN_HUMAN	 	 	 	 	5.5	836	93313	Periostin OS=Homo sapiens OX=9606 GN=POSTN PE=1 SV=2	9	9	1.000	5	4	5	4	5.000	4.000	5	787619.890625	364298.652344	101336.32373100001	662235.566407	271094.671875	565848.8085940001	753459.835938	733371.820313	651362.992188	684644.4492200001	23531.427246	4	95104.935058	93730.879638	125866.643067	129506.471192	93831.86084	148279.085449	107651.04980400001	115440.478516	74612.067627	203599.040527	150.0
504	1	sp|Q15084|PDIA6_HUMAN	 	 	 	 	4.3	440	48121	Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	10864.529785	13853.296875	15169.684082	17879.216797	20468.439940999997	12903.440429999999	20666.922363	16130.434570000001	11702.348632	42217.900391	150.0
505	1	sp|Q15113|PCOC1_HUMAN	 	 	 	 	13.1	449	47972	Procollagen C-endopeptidase enhancer 1 OS=Homo sapiens OX=9606 GN=PCOLCE PE=1 SV=2	16	16	1.000	7	9	7	9	7.000	9.000	7	117992.86755400001	62349.24447699999	14099.46759	104529.672852	43318.491944	92038.912781	115709.093871	108410.85058500001	116444.94857899999	89066.555177	658.309952	9	94012.11926200002	70871.987183	70818.36609	81955.244873	70625.453613	74117.157104	126436.509033	91052.73388700001	49724.220886	122093.34618999998	599.506226
506	1	sp|Q15166|PON3_HUMAN	 	 	sp|P27169|PON1_HUMAN, sp|Q15166|PON3_HUMAN	 	34.7	354	39607	Serum paraoxonase/lactonase 3 OS=Homo sapiens OX=9606 GN=PON3 PE=1 SV=3	58	36	0.621	35	23	24	12	26.640	13.535	24	478027.67260799994	154601.12347399996	38121.162996	259233.577268	90105.538298	336622.358155	378178.6701670001	261311.02319299997	294258.217773	397339.282227	3505.8851320000003	12	27380.504638000002	41653.823334999994	33657.131469	57105.410522000006	46341.924865	56729.172668	75646.611206	75557.659545	26930.823547	104161.40441999999	524.36261
508	1	sp|Q15485|FCN2_HUMAN	 	 	 	 	18.2	313	34001	Ficolin-2 OS=Homo sapiens OX=9606 GN=FCN2 PE=1 SV=2	23	23	1.000	17	6	17	6	17.000	6.000	17	599698.684387	450586.55770800007	65784.25312699999	1061054.707399	301280.322753	2602031.4805909996	6211645.666502	5580458.34961	3876850.332766	4521361.857177	189789.64190699998	6	85233.582551	81598.807434	143113.75695900002	111465.088379	110713.56817700001	582021.258056	383647.442871	723743.256103	341518.955567	718239.242676	365.236511
509	1	sp|Q15517|CDSN_HUMAN	 	 	 	 	8.7	529	51522	Corneodesmosin OS=Homo sapiens OX=9606 GN=CDSN PE=1 SV=3	11	11	1.000	7	4	7	4	7.000	4.000	7	49044.585512	53735.78247099999	8693.318573	81359.426758	22158.863982000003	47762.351166	68294.597595	60976.031494	42126.55481	72615.568847	150.0	4	13677.786744	12805.890442	14622.36145	18293.829956	28391.168944999998	16644.247436999998	36234.362915	14084.208617	14281.237183000001	16964.208068	150.0
510	1	sp|Q15582|BGH3_HUMAN	 	 	 	 	21.7	683	74680	Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1	45	45	1.000	23	22	23	22	23.000	22.000	23	850171.6176770001	910804.669998	101598.90499800001	702445.543945	301330.198488	648359.8306910001	893868.4238270003	615249.01892	802468.2595219997	708727.448974	16049.657561999999	22	250740.399722	276291.156493	281331.420685	245285.93560900004	323795.24273600004	304750.897768	381647.60833700007	254047.61481000003	233461.903321	303827.001343	1031.7179569999998
511	1	sp|Q15848|ADIPO_HUMAN	 	 	 	 	27.9	244	26413	Adiponectin OS=Homo sapiens OX=9606 GN=ADIPOQ PE=1 SV=1	34	34	1.000	14	20	14	20	14.000	20.000	14	1131343.9614270001	389811.193419	101127.13977000001	450121.25579900004	278853.761109	781556.1112679999	745613.9877630001	795106.7263770001	595921.223816	942020.22986	15300.901428	20	125879.508237	59407.389161	63692.965823000006	167158.39154199994	168263.869508	172022.30762	125636.56628599999	167209.66583199997	49603.015962000005	519708.12292500003	150.0
512	1	sp|Q16270|IBP7_HUMAN	 	 	 	 	15.2	282	29130	Insulin-like growth factor-binding protein 7 OS=Homo sapiens OX=9606 GN=IGFBP7 PE=1 SV=1	5	5	1.000	4	1	4	1	4.000	1.000	4	461426.405762	580177.890625	43827.776978	443114.164062	231929.79126	521217.1782220001	445859.433106	526359.4726559999	478452.852051	602409.42334	1225.404755	1	32770.230469	30253.166016000003	29152.181641000003	58380.30859400001	43803.5	58850.648438	61220.507812	34931.632812	200382.8125	71382.359375	150.0
513	1	sp|Q16610|ECM1_HUMAN	 	 	 	 	24.8	540	60673	Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2	57	57	1.000	33	24	33	24	33.000	24.000	33	299901.192291	260499.62634299998	16098.989669000004	926091.5477290001	96201.223862	533338.9351219999	1081663.575928	1383635.9933469999	1170688.8026130002	1086879.3098149998	22982.719100000002	24	107121.790068	132425.210265	123848.556915	135438.961062	142036.501098	241175.20468000002	260811.56683300002	224507.10968199998	157245.580899	189290.923311	2286.930908
514	1	sp|Q16706|MA2A1_HUMAN	 	 	 	 	5.4	1144	131139	Alpha-mannosidase 2 OS=Homo sapiens OX=9606 GN=MAN2A1 PE=1 SV=2	13	13	1.000	5	8	5	8	5.000	8.000	5	173647.937744	119200.51355	19685.333099	123270.634704	50551.892883	126451.535157	158313.662354	145427.923829	150059.308349	148239.335205	3688.9809569999998	8	1684689.2861320002	2159490.251465	1654801.471192	2254266.2236319995	2165482.541014	1449955.3476570002	2160030.980957	1722900.1518559998	866147.793946	6285354.775390999	511.285126
515	1	sp|Q16853|AOC3_HUMAN	 	 	 	 	4.6	763	84621	Membrane primary amine oxidase OS=Homo sapiens OX=9606 GN=AOC3 PE=1 SV=3	10	10	1.000	6	4	6	4	6.000	4.000	6	770024.0419910001	552494.3300780001	99848.563477	593548.851563	266584.74121	568904.1552720001	801444.255859	613432.6523429999	656694.355468	731529.316407	19794.141112999998	4	167492.693604	124167.397706	161698.150879	178267.777832	144157.460938	182622.347657	185470.12793000002	205908.96875	83338.87146	197004.721436	1198.926636
516	1	sp|Q31612|1B73_HUMAN (+1)	sp|Q31612|1B73_HUMAN&sp|Q95604|1C17_HUMAN	 	sp|P01891|1A68_HUMAN, sp|P01893|HLAH_HUMAN, sp|Q31612|1B73_HUMAN	 	11.8	363	40435	HLA class I histocompatibility antigen, B-73 alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1	6	3	0.500	3	3	2	1	2.500	1.667	2	72730.65625	59952.41992099999	9069.173827999999	54556.722656	23923.680664	58137.925781	57400.478515999996	65784.0625	51606.148437	50061.607422	2121.368897	1	6510.597168	5315.484863000001	6397.768555	6917.822754000001	7024.651855	9561.519531	12563.637695	6754.580078	7240.272461	14348.326172	150.0
517	1	sp|Q4LDE5|SVEP1_HUMAN	 	 	 	 	0.5	3571	390166	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3	4	4	1.000	1	3	1	3	1.000	3.000	1	61478.1875	11936.326172	6612.697754	42012.257812	6030.027344	13951.866211000002	12335.232422	15121.55957	16146.054688	12431.791992	927.261536	3	10472.823973999999	16576.238525	14108.800293	24808.837891	14229.641113	14478.668212	25281.618409	15201.505127000002	9082.62378	28237.889649	150.0
518	1	sp|Q5D862|FILA2_HUMAN	 	 	 	 	4.0	2391	248070	Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1	26	26	1.000	15	11	15	11	15.000	11.000	15	128112.336699	111348.69604499999	19572.11255	531725.504152	61170.18523999999	154366.293152	166654.007936	386890.74096599995	176472.26980700003	139181.82953000002	6394.665650000001	11	67560.602601	81635.391723	75860.904052	165369.41283999998	107781.23687799998	82870.865722	172412.667847	74469.41101200001	89088.94555799999	98020.56518599999	150.0
519	1	sp|Q5T447|HECD3_HUMAN	 	 	 	 	2.0	861	97112	E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens OX=9606 GN=HECTD3 PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	2	784400.023438	370887.363281	97365.348633	500408.773438	189803.933594	549843.054688	481797.679688	381703.582031	649481.109375	598634.804688	14301.820312	3	282563.498779	299389.66919	178042.165528	255984.245117	265718.790039	253619.671875	627786.301758	212813.833496	154763.389405	278192.776856	150.0
520	1	sp|Q5XKE5|K2C79_HUMAN	 	 	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN	 	12.3	535	57835	Keratin, type II cytoskeletal 79 OS=Homo sapiens OX=9606 GN=KRT79 PE=1 SV=2	115	0	0.000	73	42	0	0	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
521	1	sp|Q6A162|K1C40_HUMAN	 	 	CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN, sp|Q9C075|K1C23_HUMAN	 	6.5	431	48139	Keratin, type I cytoskeletal 40 OS=Homo sapiens OX=9606 GN=KRT40 PE=1 SV=2	4	0	0.000	4	0	0	0	0.333	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
522	1	sp|Q6EMK4|VASN_HUMAN	 	 	 	 	9.5	673	71712	Vasorin OS=Homo sapiens OX=9606 GN=VASN PE=1 SV=1	22	22	1.000	11	11	11	11	11.000	11.000	11	563940.900148	395903.81713900005	106541.05554199999	516462.866944	239949.38525400002	449003.777831	537674.152832	484800.21435500006	517758.556398	436707.9458	5557.712036	11	166528.777464	188668.395994	223554.14526399996	276081.20141700003	260402.322754	273145.263185	257204.952515	215446.809082	134377.157106	339907.00195299997	150.0
523	1	sp|Q6KB66|K2C80_HUMAN	 	 	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q9NSB2|KRT84_HUMAN	 	21.7	452	50525	Keratin, type II cytoskeletal 80 OS=Homo sapiens OX=9606 GN=KRT80 PE=1 SV=2	24	19	0.792	11	13	11	8	11.000	8.086	11	265096.20556599996	166502.961059	31860.629883	745505.556151	94410.343354	262728.24139499996	203117.17419399996	553784.8464350001	175445.31957999998	197542.231689	10298.178817999999	8	187984.882201	228171.271119	268816.21582	529905.190673	212079.64709399999	276766.228392	473525.30493200006	246408.04955999998	202656.387329	275502.344056	150.0
524	1	sp|Q6UWP8|SBSN_HUMAN	 	 	 	 	39.8	590	60540	Suprabasin OS=Homo sapiens OX=9606 GN=SBSN PE=1 SV=2	36	36	1.000	17	19	17	19	17.000	19.000	17	436663.29513600003	262406.16491799994	60578.667937000006	440724.17663599993	162845.858642	310472.14386	351932.711305	431538.979737	289556.476928	313594.275148	11138.269348	19	78387.500367	104435.84542799999	108559.685364	136702.831178	84779.291016	94036.15936300001	147583.203432	111857.136291	68947.16931099999	126819.18041999999	150.0
525	1	sp|Q6UX71|PXDC2_HUMAN	 	 	 	 	6.8	529	59582	Plexin domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PLXDC2 PE=1 SV=1	11	11	1.000	7	4	7	4	7.000	4.000	7	289300.75976499997	205342.03711	31874.923095	199990.16797	114361.875	139240.49072300002	167707.60058600002	176098.538086	176998.30664	276218.99120999995	643.210632	4	11730.176574000001	9724.187926999999	16257.918640999998	10996.397216	12301.316405999998	11450.74408	15217.966308000001	10695.080231	4349.404419	16502.980102999998	273.654144
526	1	sp|Q6UXB8|PI16_HUMAN	 	 	 	 	20.7	463	49471	Peptidase inhibitor 16 OS=Homo sapiens OX=9606 GN=PI16 PE=1 SV=1	22	22	1.000	12	10	12	10	12.000	10.000	12	2619201.571534	1843640.620361	354103.112183	4670486.6384270005	873690.509032	2707829.306396	4097484.932863	5724525.466551	4543226.775389	3449229.718384	107093.844849	10	192494.215028	290318.629762	194032.1492	626645.5498650001	225040.272796	333989.772216	290171.66964599997	377322.610779	196889.879639	540163.936769	150.0
527	1	sp|Q6UY14|ATL4_HUMAN	 	 	 	 	5.5	1074	116544	ADAMTS-like protein 4 OS=Homo sapiens OX=9606 GN=ADAMTSL4 PE=1 SV=2	8	8	1.000	5	3	5	3	5.000	3.000	5	199604.590089	146521.213989	27645.42514	185038.801026	59768.50784400001	146050.968628	208670.933717	176778.31518600002	162606.02209500002	182125.169677	2769.663452	3	34421.838255999995	36300.145751	32304.915405	38115.508057	48215.883544000004	44703.045898	39678.030762	43587.171875	26863.95105	81581.530274	150.0
528	1	sp|Q6YHK3|CD109_HUMAN	 	 	 	 	4.2	1445	161687	CD109 antigen OS=Homo sapiens OX=9606 GN=CD109 PE=1 SV=2	9	9	1.000	6	3	6	3	6.000	3.000	6	198159.94653299998	138957.17248399998	25071.197052	240480.376223	95213.29324200001	202151.98224	218609.30175900002	241520.302399	186463.383179	222709.682617	2075.881836	3	12784.238404	17411.613769	18424.869629	21119.944701999997	16865.510009999998	22595.78064	17096.173585	19327.430664	10063.863647	21975.000977	150.0
529	1	sp|Q76LX8|ATS13_HUMAN	 	 	 	 	6.9	1427	153603	A disintegrin and metalloproteinase with thrombospondin motifs 13 OS=Homo sapiens OX=9606 GN=ADAMTS13 PE=1 SV=1	13	13	1.000	10	3	10	3	10.000	3.000	10	158333.45409999997	115385.44091699999	14784.483336000001	143783.090271	40965.279418000006	121063.964844	179358.873047	140698.653809	165759.80136300004	160165.607971	4981.698852	3	9767.02295	5759.770140999999	11759.544433000001	8922.054688	7571.1782220000005	8710.262818	9757.314819	15211.092650999999	7138.958221	12070.419433000001	150.0
530	1	sp|Q7RTS7|K2C74_HUMAN (+1)	sp|Q7RTS7|K2C74_HUMAN&sp|Q86Y46|K2C73_HUMAN	 	CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN	 	12.3	529	57865	Keratin, type II cytoskeletal 74 OS=Homo sapiens OX=9606 GN=KRT74 PE=1 SV=2	33	0	0.000	20	13	0	0	2.500	0.500	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
531	1	sp|Q7Z4W1|DCXR_HUMAN	 	 	 	 	6.6	244	25913	L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	2	10781.061523	9608.474121	2297.312256	19282.408203	5053.941406	8884.44165	24360.296875	12420.90039	10860.712891000001	8762.513672000001	509.743408	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
